log[Age(Myr)] 3254_SAD
2.6989700043360187 0.00155574
2.7484376745664973 0.00110026
2.7979056993527007 0.000725653
2.8473739733267314 0.000460235
2.8968413524209744 0.000343391
2.9463092780221425 0.000305033
2.9957773040840703 0.000317192
3.045244720478147 0.000521652
3.0947121423588384 0.000307548
3.1441817643668375 0.000365118
3.1936476637667615 0.00026715
3.243117455274604 0.000125389
3.292583884255552 3.42815e-06
3.3420533735347466 0.00026864
3.3915208329544204 0.000812242
3.440987751476157 0.00179494
3.490455735894072 0.00877317
3.539923776965465 0.0193845
3.5893921410106087 0.00975029
3.6388594973752038 0.0205043
3.688328147713719 0.0372307
3.7377959405311976 0.026404
3.7872634741087965 0.0361182
3.836731629478519 0.0491946
3.8861995939089495 0.0657942
3.9356674516452066 0.0865
3.985135349823362 0.113977
4.034604395322679 0.149412
4.084071989200302 0.1708
4.133538908370218 0.196906
