log[Age(Myr)] 3484_MASS
2.6989700043360187 6.96104e-05
2.7484376745664973 7.51699e-05
2.7979056993527007 7.838e-05
2.8473739733267314 7.12343e-05
2.8968413524209744 4.54255e-05
2.9463092780221425 1.03645e-05
2.9957773040840703 3.20092e-05
3.045244720478147 0.000304728
3.0947121423588384 0.00110886
3.1441817643668375 0.00254666
3.1936476637667615 0.00418297
3.243117455274604 0.00563848
3.292583884255552 0.00562954
3.3420533735347466 0.00512323
3.3915208329544204 0.00151208
3.440987751476157 3.48906e-05
3.490455735894072 0.00283422
3.539923776965465 0.0701209
3.5893921410106087 0.15177
3.6388594973752038 0.230252
3.688328147713719 0.451131
3.7377959405311976 0.895575
3.7872634741087965 1.61638
3.836731629478519 2.80415
3.8861995939089495 3.49515
3.9356674516452066 5.44313
3.985135349823362 4.1063
4.034604395322679 6.42878
4.084071989200302 9.9907
4.133538908370218 13.8565
