log[Age(Myr)] 3329_AMR
2.6989700043360187 0.0111443
2.7484376745664973 0.0144398
2.7979056993527007 0.0209864
2.8473739733267314 0.0258002
2.8968413524209744 0.0330301
2.9463092780221425 0.040642
2.9957773040840703 0.0318181
3.045244720478147 0.00523632
3.0947121423588384 0.00676519
3.1441817643668375 0.0237461
3.1936476637667615 0.0175001
3.243117455274604 0.0248789
3.292583884255552 0.0301512
3.3420533735347466 0.0246081
3.3915208329544204 0.0051079
3.440987751476157 0.0129984
3.490455735894072 0.0394615
3.539923776965465 0.0319964
3.5893921410106087 0.0480327
3.6388594973752038 0.0436802
3.688328147713719 0.0402247
3.7377959405311976 0.0483183
3.7872634741087965 0.05
3.836731629478519 0.0488863
3.8861995939089495 0.05
3.9356674516452066 0.0490355
3.985135349823362 0.0499996
4.034604395322679 0.0499063
4.084071989200302 0.0152436
4.133538908370218 0.0100298
