log[Age(Myr)] 3565_SAD
2.6989700043360187 8.33423e-05
2.7484376745664973 2.97004e-07
2.7979056993527007 2.10337e-05
2.8473739733267314 6.8188e-05
2.8968413524209744 0.000110998
2.9463092780221425 0.000107799
2.9957773040840703 0.00015264
3.045244720478147 0.000166896
3.0947121423588384 0.000219888
3.1441817643668375 0.000434237
3.1936476637667615 0.000920995
3.243117455274604 0.00135209
3.292583884255552 0.00205298
3.3420533735347466 0.00378818
3.3915208329544204 0.00718862
3.440987751476157 0.00937163
3.490455735894072 0.0103834
3.539923776965465 0.0139909
3.5893921410106087 0.0221677
3.6388594973752038 0.0308967
3.688328147713719 0.0412166
3.7377959405311976 0.0473012
3.7872634741087965 0.0572866
3.836731629478519 0.0824638
3.8861995939089495 0.102047
3.9356674516452066 0.0939458
3.985135349823362 0.109163
4.034604395322679 0.109684
4.084071989200302 0.124909
4.133538908370218 0.128502
