"v (km/s)" BF[g(v)]
-1001.26 0.00178908
-995.825 0.000276789
-990.392 9.80634e-05
-984.959 7.44845e-05
-979.526 9.26008e-05
-974.093 0.000143152
-968.66 0.000221653
-963.227 0.000301103
-957.794 0.000342373
-952.361 0.000335775
-946.927 0.000311217
-941.494 0.000302494
-936.06 0.000325698
-930.626 0.000378758
-925.192 0.000434844
-919.758 0.000453101
-914.324 0.000422789
-908.89 0.000374196
-903.456 0.00034815
-898.022 0.000355241
-892.587 0.000349607
-887.153 0.000273591
-881.718 0.000150534
-876.283 5.74709e-05
-870.848 1.81282e-05
-865.413 6.20491e-06
-859.978 2.58675e-06
-854.543 1.25431e-06
-849.108 6.36201e-07
-843.673 3.09872e-07
-838.237 1.66264e-07
-832.802 1.32456e-07
-827.366 1.7139e-07
-821.93 3.25693e-07
-816.494 8.44805e-07
-811.059 2.83842e-06
-805.623 1.10024e-05
-800.186 4.10063e-05
-794.75 0.000118369
-789.314 0.000223685
-783.877 0.000257679
-778.441 0.000185937
-773.004 0.000101273
-767.568 5.69546e-05
-762.131 4.60137e-05
-756.694 6.28668e-05
-751.257 0.000118475
-745.82 0.000220193
-740.382 0.000326321
-734.945 0.00036322
-729.508 0.000335693
-724.07 0.000302038
-718.633 0.000292297
-713.195 0.000308199
-707.757 0.0003335
-702.319 0.000345688
-696.881 0.000342518
-691.443 0.000338747
-686.005 0.000347758
-680.567 0.000376
-675.128 0.000420457
-669.69 0.000475158
-664.251 0.000534114
-658.812 0.00059272
-653.374 0.00064802
-647.935 0.000688515
-642.496 0.000705748
-637.057 0.00069743
-631.618 0.000664222
-626.178 0.000622098
-620.739 0.000591516
-615.299 0.000590011
-609.86 0.000630662
-604.42 0.000714864
-598.98 0.000825001
-593.54 0.000925585
-588.1 0.000980687
-582.66 0.000977757
-577.22 0.000933464
-571.78 0.000880057
-566.34 0.00086423
-560.899 0.000924509
-555.458 0.00107391
-550.018 0.00128717
-544.577 0.00143854
-539.136 0.00138226
-533.695 0.00118277
-528.254 0.00100584
-522.813 0.000957415
-517.372 0.00108447
-511.93 0.00134143
-506.489 0.00157393
-501.047 0.00164819
-495.606 0.00158663
-490.164 0.00150998
-484.722 0.00152787
-479.28 0.00167074
-473.838 0.00188462
-468.396 0.00208926
-462.954 0.00219555
-457.511 0.00219449
-452.069 0.00217457
-446.626 0.00218873
-441.184 0.0022637
-435.741 0.0023912
-430.298 0.00254452
-424.855 0.00274638
-419.412 0.00299808
-413.969 0.00323011
-408.526 0.00329551
-403.082 0.00312709
-397.639 0.00284982
-392.195 0.00267655
-386.752 0.00282283
-381.308 0.00328511
-375.864 0.00382765
-370.42 0.00417494
-364.976 0.00408662
-359.532 0.00375655
-354.088 0.00358161
-348.643 0.00365047
-343.199 0.00394021
-337.754 0.00433309
-332.31 0.00466179
-326.865 0.00488618
-321.42 0.00501006
-315.975 0.00508997
-310.53 0.00513029
-305.085 0.00516374
-299.64 0.00527431
-294.195 0.00542328
-288.749 0.00556113
-283.304 0.00567636
-277.858 0.0057926
-272.412 0.00598496
-266.966 0.0062538
-261.521 0.00650737
-256.075 0.00660445
-250.628 0.00654735
-245.182 0.00649473
-239.736 0.0065371
-234.289 0.00670052
-228.843 0.00697424
-223.396 0.00726606
-217.95 0.0075975
-212.503 0.00794041
-207.056 0.00794208
-201.609 0.00740218
-196.162 0.00664016
-190.715 0.00632708
-185.267 0.00709654
-179.82 0.00928951
-174.372 0.011854
-168.925 0.0112796
-163.477 0.00670912
-158.029 0.00273034
-152.581 0.00138288
-147.133 0.00277484
-141.685 0.0396085
-136.237 0.00303129
-130.789 0.00139745
-125.34 0.00264486
-119.892 0.0067922
-114.443 0.0122039
-108.995 0.0134491
-103.546 0.0107367
-98.097 0.00823111
-92.648 0.00744263
-87.1989 0.00802622
-81.7497 0.00912752
-76.3004 0.00974661
-70.851 0.00956158
-65.4015 0.00907976
-59.952 0.00889703
-54.5023 0.00922856
-49.0525 0.00967059
-43.6026 0.00977773
-38.1526 0.00953468
-32.7026 0.0090195
-27.2524 0.00855968
-21.8021 0.00856077
-16.3517 0.00918722
-10.9012 0.0101157
-5.45067 0.0102543
-1.13164e-09 0.00944146
5.45077 0.00842007
10.9016 0.00764482
16.3526 0.00770807
21.8037 0.00845099
27.2549 0.00923765
32.7061 0.00950935
38.1575 0.00888146
43.609 0.00787633
49.0605 0.00734873
54.5122 0.00770892
59.9639 0.00888013
65.4158 0.0100144
70.8678 0.00967244
76.3198 0.00760871
81.772 0.00554006
87.2242 0.00497126
92.6766 0.00673878
98.1291 0.0116955
103.582 0.0156927
109.034 0.00923523
114.487 0.00147728
119.94 4.1731e-05
125.393 7.62043e-09
130.846 9.77186e-06
136.299 0.0460518
141.752 7.62081e-06
147.206 1.74582e-07
152.659 4.57509e-05
158.113 0.0014238
163.566 0.00752357
169.02 0.0113991
174.474 0.00868757
