log[Age(Myr)] 3269_MASS
2.6989700043360187 1.07914e-05
2.7484376745664973 1.07625e-05
2.7979056993527007 1.12272e-05
2.8473739733267314 1.07247e-05
2.8968413524209744 5.49901e-06
2.9463092780221425 1.32062e-07
2.9957773040840703 2.22106e-05
3.045244720478147 0.000119573
3.0947121423588384 0.000445744
3.1441817643668375 0.000864149
3.1936476637667615 0.000871748
3.243117455274604 0.00184927
3.292583884255552 0.00123986
3.3420533735347466 0.000335006
3.3915208329544204 0.000468536
3.440987751476157 0.00569864
3.490455735894072 0.0390464
3.539923776965465 0.14509
3.5893921410106087 0.221672
3.6388594973752038 0.413795
3.688328147713719 0.753048
3.7377959405311976 1.17532
3.7872634741087965 1.67085
3.836731629478519 2.30658
3.8861995939089495 2.69054
3.9356674516452066 2.88812
3.985135349823362 4.2462
4.034604395322679 6.59415
4.084071989200302 9.48739
4.133538908370218 11.9793
