log[Age(Myr)] 3664_AMR
2.6989700043360187 0.0117452
2.7484376745664973 0.0155998
2.7979056993527007 0.0200826
2.8473739733267314 0.0268519
2.8968413524209744 0.0370941
2.9463092780221425 0.0273295
2.9957773040840703 0.0185924
3.045244720478147 0.0171701
3.0947121423588384 0.0169768
3.1441817643668375 0.0419319
3.1936476637667615 0.0368404
3.243117455274604 0.0148322
3.292583884255552 0.016183
3.3420533735347466 0.0453622
3.3915208329544204 0.0477338
3.440987751476157 0.0249553
3.490455735894072 0.0451691
3.539923776965465 0.0329758
3.5893921410106087 0.0410438
3.6388594973752038 0.0371662
3.688328147713719 0.0386058
3.7377959405311976 0.043326
3.7872634741087965 0.0253192
3.836731629478519 0.05
3.8861995939089495 0.0499998
3.9356674516452066 0.0499976
3.985135349823362 0.049998
4.034604395322679 0.0500001
4.084071989200302 0.008
4.133538908370218 0.00847889
