log[Age(Myr)] 3367_SFR
2.6989700043360187 1.08673e-11
2.7484376745664973 9.19483e-12
2.7979056993527007 6.46322e-12
2.8473739733267314 2.63792e-12
2.8968413524209744 8.43776e-13
2.9463092780221425 1.75833e-13
2.9957773040840703 1.27102e-11
3.045244720478147 1.18684e-11
3.0947121423588384 3.87215e-12
3.1441817643668375 1.20966e-11
3.1936476637667615 1.48266e-11
3.243117455274604 3.06596e-11
3.292583884255552 2.86459e-11
3.3420533735347466 7.52724e-12
3.3915208329544204 1.47953e-11
3.440987751476157 3.60785e-12
3.490455735894072 2.35473e-11
3.539923776965465 5.07534e-11
3.5893921410106087 1.39828e-10
3.6388594973752038 2.77778e-10
3.688328147713719 5.1012e-10
3.7377959405311976 9.69198e-10
3.7872634741087965 1.8692e-09
3.836731629478519 3.49279e-09
3.8861995939089495 4.473e-09
3.9356674516452066 2.65517e-09
3.985135349823362 1.12114e-08
4.034604395322679 4.97538e-09
4.084071989200302 6.92739e-09
4.133538908370218 8.22136e-09
