Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.07,0.597406,0.280227,0.0,0.850243
4050.15,0.598702,0.288753,0.0,0.850166
4050.22,0.599961,0.297598,0.0,0.850089
4050.29,0.60117,0.306537,0.0,0.850012
4050.37,0.602333,0.315192,0.0,0.849935
4050.44,0.603453,0.323368,0.0,0.849858
4050.52,0.604529,0.331265,0.0,0.84978
4050.59,0.60556,0.339358,0.0,0.849703
4050.66,0.606543,0.348001,0.0,0.849626
4050.74,0.607476,0.357086,0.0,0.849549
4050.81,0.60836,0.366154,0.0,0.849472
4050.88,0.609192,0.374812,0.0,0.849395
4050.96,0.609971,0.382961,0.0,0.849318
4051.03,0.610697,0.390756,0.0,0.84924
4051.1,0.611367,0.398432,0.0,0.849163
4051.18,0.611981,0.406195,0.0,0.849086
4051.25,0.612539,0.414199,0.0,0.849009
4051.33,0.613038,0.422463,0.0,0.848932
4051.4,0.61348,0.430835,0.0,0.848855
4051.47,0.613863,0.438987,0.0,0.848778
4051.55,0.614187,0.446529,0.0,0.848701
4051.62,0.61445,0.453212,0.0,0.848624
4051.69,0.614653,0.459175,0.0,0.848547
4051.77,0.614794,0.465084,0.0,0.84847
4051.84,0.614874,0.472283,0.0,0.848393
4051.91,0.614891,0.483343,0.950302,0.848316
4051.99,0.614845,0.489872,0.950327,0.848239
4052.06,0.614734,0.494918,0.950669,0.848162
4052.14,0.614559,0.499822,0.951069,0.848085
4052.21,0.614323,0.50517,0.951522,0.848008
4052.28,0.614027,0.511005,0.952326,0.847931
4052.36,0.613676,0.51699,0.953132,0.847854
4052.43,0.613275,0.522707,0.953938,0.847777
4052.5,0.612829,0.527922,0.954745,0.8477
4052.58,0.612341,0.532623,0.955554,0.847623
4052.65,0.611816,0.536936,0.956363,0.847547
4052.73,0.611258,0.541005,0.957174,0.84747
4052.8,0.610672,0.544944,0.957986,0.847393
4052.87,0.610061,0.548826,0.958798,0.847316
4052.95,0.60943,0.552682,0.959612,0.847239
4053.02,0.608784,0.556477,0.960457,0.847163
4053.09,0.608127,0.56015,0.961382,0.847086
4053.17,0.607461,0.563637,0.962309,0.847009
4053.24,0.606789,0.566886,0.963337,0.846933
4053.31,0.60611,0.569867,0.964445,0.846856
4053.39,0.605422,0.5726,0.965556,0.846779
4053.46,0.604722,0.575139,0.966669,0.846703
4053.54,0.604011,0.57751,0.967783,0.846626
4053.61,0.603285,0.579742,0.968899,0.84655
4053.68,0.602544,0.581866,0.970018,0.846473
4053.76,0.601785,0.583893,0.971138,0.846397
4053.83,0.601009,0.585775,0.97226,0.84632
4053.9,0.600212,0.587458,0.973385,0.846244
4053.98,0.599394,0.588926,0.974511,0.846168
4054.05,0.598551,0.590217,0.975668,0.846091
4054.13,0.597683,0.591366,0.976839,0.846015
4054.2,0.596793,0.592421,0.978012,0.845939
4054.27,0.595884,0.593407,0.979292,0.845862
4054.35,0.594964,0.594303,0.980575,0.845786
4054.42,0.594046,0.595057,0.981861,0.84571
4054.49,0.593141,0.595645,0.98315,0.845634
4054.57,0.59226,0.59607,0.984441,0.845558
4054.64,0.591412,0.596341,0.985735,0.845481
4054.72,0.590607,0.596494,0.987031,0.845405
4054.79,0.589857,0.596583,0.98833,0.845329
4054.86,0.58917,0.596636,0.989632,0.845253
4054.94,0.58856,0.596639,0.990936,0.845177
4055.01,0.588036,0.596568,0.992198,0.845101
4055.08,0.587609,0.596382,0.993185,0.845026
4055.16,0.587286,0.596045,0.994173,0.84495
4055.23,0.587075,0.595575,0.99451,0.844874
4055.31,0.58697,0.595028,0.993973,0.844798
4055.38,0.586956,0.594455,0.993435,0.844722
