log[Age(Myr)] 3291_SFR
2.6989700043360187 3.43883e-13
2.7484376745664973 6.31707e-13
2.7979056993527007 9.27715e-13
2.8473739733267314 9.71562e-13
2.8968413524209744 1.02071e-12
2.9463092780221425 1.42586e-12
2.9957773040840703 1.0915e-12
3.045244720478147 6.72928e-13
3.0947121423588384 6.29858e-14
3.1441817643668375 9.50299e-13
3.1936476637667615 1.10035e-11
3.243117455274604 3.98254e-11
3.292583884255552 1.17701e-10
3.3420533735347466 2.73588e-10
3.3915208329544204 4.25796e-10
3.440987751476157 7.97879e-10
3.490455735894072 1.05275e-09
3.539923776965465 1.68456e-09
3.5893921410106087 6.9209e-10
3.6388594973752038 9.48856e-10
3.688328147713719 1.09811e-09
3.7377959405311976 1.23958e-09
3.7872634741087965 1.57674e-09
3.836731629478519 2.14172e-09
3.8861995939089495 2.42749e-09
3.9356674516452066 2.84662e-09
3.985135349823362 3.30125e-09
4.034604395322679 7.24586e-09
4.084071989200302 8.80908e-09
4.133538908370218 1.01077e-08
