log[Age(Myr)] 3329_MASS
2.6989700043360187 0.000139376
2.7484376745664973 0.000140518
2.7979056993527007 0.000129232
2.8473739733267314 8.32647e-05
2.8968413524209744 2.16222e-05
2.9463092780221425 3.13766e-06
2.9957773040840703 6.44205e-05
3.045244720478147 0.00013628
3.0947121423588384 0.00023398
3.1441817643668375 0.000199312
3.1936476637667615 6.39099e-05
3.243117455274604 1.69524e-07
3.292583884255552 1.12664e-06
3.3420533735347466 0.000188309
3.3915208329544204 0.000212061
3.440987751476157 1.48934e-06
3.490455735894072 0.000384442
3.539923776965465 0.000547128
3.5893921410106087 0.000165516
3.6388594973752038 0.000932005
3.688328147713719 0.0105327
3.7377959405311976 0.0542517
3.7872634741087965 0.231371
3.836731629478519 0.597503
3.8861995939089495 1.55997
3.9356674516452066 3.17759
3.985135349823362 6.63097
4.034604395322679 12.9905
4.084071989200302 15.3177
4.133538908370218 24.162
