log[Age(Myr)] 3664_SFR
2.6989700043360187 1.57608e-12
2.7484376745664973 1.26747e-12
2.7979056993527007 8.84323e-13
2.8473739733267314 4.81648e-13
2.8968413524209744 1.36568e-13
2.9463092780221425 1.12242e-15
2.9957773040840703 1.0641e-13
3.045244720478147 2.18529e-13
3.0947121423588384 2.17517e-13
3.1441817643668375 3.22457e-13
3.1936476637667615 6.02882e-14
3.243117455274604 7.99932e-15
3.292583884255552 1.96174e-14
3.3420533735347466 3.44036e-17
3.3915208329544204 1.71327e-13
3.440987751476157 4.67475e-13
3.490455735894072 1.75667e-12
3.539923776965465 8.24891e-13
3.5893921410106087 1.05281e-13
3.6388594973752038 2.35683e-12
3.688328147713719 1.38471e-11
3.7377959405311976 9.64558e-11
3.7872634741087965 1.85439e-10
3.836731629478519 9.03208e-10
3.8861995939089495 1.89692e-09
3.9356674516452066 3.96162e-09
3.985135349823362 5.66911e-09
4.034604395322679 1.38998e-08
4.084071989200302 8.63854e-09
4.133538908370218 1.27463e-08
