Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.07,0.591148,0.277249,0.0,0.933607
4050.15,0.590588,0.282574,0.0,0.933411
4050.22,0.590059,0.287966,0.0,0.933215
4050.29,0.589572,0.293207,0.0,0.933019
4050.37,0.589134,0.298145,0.0,0.932823
4050.44,0.58875,0.30282,0.0,0.932628
4050.52,0.588419,0.307409,0.0,0.932432
4050.59,0.588133,0.312166,0.0,0.932236
4050.66,0.587882,0.317276,0.0,0.93204
4050.74,0.58766,0.322719,0.0,0.931844
4050.81,0.587463,0.328271,0.0,0.931648
4050.88,0.587285,0.333719,0.0,0.931453
4050.96,0.58712,0.338919,0.0,0.931257
4051.03,0.586962,0.343813,0.0,0.931061
4051.1,0.586805,0.348366,0.0,0.930865
4051.18,0.586642,0.352679,0.0,0.930669
4051.25,0.586467,0.357113,0.0,0.930474
4051.33,0.586276,0.362097,0.0,0.930278
4051.4,0.58607,0.367846,0.0,0.930082
4051.47,0.585849,0.373972,0.0,0.929886
4051.55,0.585617,0.379447,0.0,0.929691
4051.62,0.585381,0.383367,0.0,0.929495
4051.69,0.585144,0.385818,0.0,0.929299
4051.77,0.584912,0.38782,0.0,0.929104
4051.84,0.584688,0.391679,0.0,0.928908
4051.91,0.584477,0.406454,1.89323,0.928712
4051.99,0.584283,0.410131,1.89446,0.928517
4052.06,0.58411,0.412011,1.89569,0.928321
4052.14,0.583964,0.41419,1.89692,0.928126
4052.21,0.583848,0.417626,1.89805,0.92793
4052.28,0.583768,0.422438,1.89858,0.927735
4052.36,0.583726,0.427781,1.89911,0.927539
4052.43,0.583725,0.432657,1.89926,0.927344
4052.5,0.583764,0.436728,1.89887,0.927148
4052.58,0.583843,0.440212,1.89849,0.926953
4052.65,0.583961,0.443513,1.89811,0.926757
4052.73,0.584116,0.446917,1.89772,0.926562
4052.8,0.58431,0.450564,1.89734,0.926367
4052.87,0.58454,0.454467,1.89696,0.926171
4052.95,0.584807,0.458578,1.89658,0.925976
4053.02,0.58511,0.462772,1.8962,0.925781
4053.09,0.585447,0.466927,1.89581,0.925585
4053.17,0.585819,0.470968,1.89543,0.92539
4053.24,0.586226,0.474842,1.89482,0.925195
4053.31,0.586666,0.478528,1.89403,0.925
4053.39,0.587136,0.482074,1.89323,0.924805
4053.46,0.587631,0.485566,1.89175,0.92461
4053.54,0.588143,0.488982,1.89015,0.924415
4053.61,0.588661,0.492323,1.88854,0.92422
4053.68,0.589174,0.495644,1.88694,0.924025
4053.76,0.589673,0.499014,1.88534,0.92383
4053.83,0.59015,0.502349,1.88374,0.923635
4053.9,0.590593,0.505553,1.88215,0.92344
4053.98,0.590993,0.508583,1.88056,0.923245
4054.05,0.591342,0.511487,1.87896,0.92305
4054.13,0.591628,0.514291,1.87738,0.922855
4054.2,0.591842,0.517075,1.87579,0.922661
4054.27,0.591973,0.519868,1.87489,0.922466
4054.35,0.592014,0.522627,1.874,0.922271
4054.42,0.59196,0.525258,1.87374,0.922077
4054.49,0.59181,0.527731,1.87512,0.921882
4054.57,0.591571,0.530054,1.87651,0.921688
4054.64,0.591256,0.532194,1.8779,0.921493
4054.72,0.590871,0.534221,1.87929,0.921299
4054.79,0.590426,0.536264,1.88068,0.921105
4054.86,0.589928,0.538405,1.88208,0.92091
4054.94,0.589384,0.540611,1.88347,0.920716
4055.01,0.588804,0.542744,1.88487,0.920522
4055.08,0.588196,0.544575,1.88627,0.920328
4055.16,0.587568,0.545974,1.88767,0.920133
4055.23,0.586928,0.547038,1.88908,0.919939
4055.31,0.586285,0.548036,1.89052,0.919745
4055.38,0.585646,0.549198,1.89195,0.919551
4055.45,0.585017,0.550613,1.89355,0.919358
4055.53,0.584397,0.552291,1.89521,0.919164
4055.6,0.58378,0.554107,1.89687,0.91897
4055.67,0.583162,0.555892,1.89854,0.918776
4055.75,0.582539,0.557579,1.9002,0.918582
4055.82,0.581905,0.559144,1.90187,0.918389
4055.9,0.581257,0.560564,1.90354,0.918195
4055.97,0.58059,0.561812,1.90522,0.918002
4056.04,0.5799,0.562953,1.90689,0.917808
4056.12,0.579183,0.564066,1.90857,0.917615
