"v (km/s)" BF[g(v)]
-1001.26 0.000243789
-995.825 0.000185285
-990.392 0.00016066
-984.959 0.00015585
-979.526 0.000164784
-974.093 0.000184231
-968.66 0.000210845
-963.227 0.000240671
-957.794 0.00026964
-952.361 0.000295584
-946.927 0.000320129
-941.494 0.000346495
-936.06 0.000375324
-930.626 0.000401859
-925.192 0.000414521
-919.758 0.000404345
-914.324 0.000376472
-908.89 0.000344967
-903.456 0.00032351
-898.022 0.000311669
-892.587 0.000286469
-887.153 0.000229614
-881.718 0.000155162
-876.283 9.24837e-05
-870.848 5.75301e-05
-865.413 4.61328e-05
-859.978 5.01547e-05
-854.543 6.63157e-05
-849.108 9.23888e-05
-843.673 0.00012221
-838.237 0.000149608
-832.802 0.000171546
-827.366 0.00018608
-821.93 0.000195682
-816.494 0.000209148
-811.059 0.000238574
-805.623 0.00029653
-800.186 0.00039067
-794.75 0.000502667
-789.314 0.000574643
-783.877 0.000549871
-778.441 0.000437643
-773.004 0.000313752
-767.568 0.000232421
-762.131 0.000203369
-756.694 0.000223626
-751.257 0.000284293
-745.82 0.000363088
-740.382 0.000422924
-734.945 0.000435711
-729.508 0.000417642
-724.07 0.00040392
-718.633 0.000413734
-713.195 0.000450679
-707.757 0.000504548
-702.319 0.000556136
-696.881 0.000595488
-691.443 0.000625027
-686.005 0.000652672
-680.567 0.000688839
-675.128 0.000739921
-669.69 0.000810177
-664.251 0.000899718
-658.812 0.00100197
-653.374 0.0011048
-647.935 0.00118867
-642.496 0.00124497
-637.057 0.00127833
-631.618 0.00129555
-626.178 0.00131107
-620.739 0.00133855
-615.299 0.00138759
-609.86 0.00146506
-604.42 0.00156519
-598.98 0.00166513
-593.54 0.00173618
-588.1 0.00175982
-582.66 0.00173733
-577.22 0.00168621
-571.78 0.00163122
-566.34 0.00161238
-560.899 0.00166274
-555.458 0.00178486
-550.018 0.00194664
-544.577 0.00205446
-539.136 0.00201781
-533.695 0.00188178
-528.254 0.0017629
-522.813 0.0017556
-517.372 0.00190602
-511.93 0.002154
-506.489 0.00235938
-501.047 0.00243038
-495.606 0.00239181
-490.164 0.00233713
-484.722 0.0023592
-479.28 0.0024868
-473.838 0.0026758
-468.396 0.00286535
-462.954 0.00298743
-457.511 0.00302028
-452.069 0.00300846
-446.626 0.00298908
-441.184 0.00300117
-435.741 0.00306879
-430.298 0.00319568
-424.855 0.00339563
-419.412 0.00363976
-413.969 0.00383827
-408.526 0.00386988
-403.082 0.00370558
-397.639 0.00346558
-392.195 0.00332907
-386.752 0.00346213
-381.308 0.00385526
-375.864 0.0043202
-370.42 0.00463371
-364.976 0.00460653
-359.532 0.00433959
-354.088 0.00410492
-348.643 0.00401163
-343.199 0.00408726
-337.754 0.00429085
-332.31 0.00454508
-326.865 0.00481594
-321.42 0.00506414
-315.975 0.00525882
-310.53 0.00535604
-305.085 0.00536263
-299.64 0.0053521
-294.195 0.00535338
-288.749 0.00539104
-283.304 0.00548803
-277.858 0.0056476
-272.412 0.0058634
-266.966 0.00607765
-261.521 0.00620059
-256.075 0.00617197
-250.628 0.00605946
-245.182 0.00602343
-239.736 0.0061646
-234.289 0.00648603
-228.843 0.00688858
-223.396 0.00716688
-217.95 0.0072093
-212.503 0.00704099
-207.056 0.00671397
-201.609 0.00637549
-196.162 0.00623051
-190.715 0.00647401
-185.267 0.00720085
-179.82 0.00821292
-174.372 0.00878292
-168.925 0.00803356
-163.477 0.00617932
-158.029 0.00447581
-152.581 0.00400132
-147.133 0.00625852
-141.685 0.0206201
-136.237 0.00672737
-130.789 0.00428516
-125.34 0.00468594
-119.892 0.00643726
-114.443 0.00844155
-108.995 0.00940433
-103.546 0.00903477
-98.097 0.0081336
-92.648 0.00744342
-87.1989 0.00718688
