"v (km/s)" BF[g(v)]
-1001.26 1.35479e-06
-995.825 7.4074e-06
-990.392 1.1442e-05
-984.959 1.28001e-05
-979.526 1.21096e-05
-974.093 9.70483e-06
-968.66 5.89779e-06
-963.227 1.76709e-06
-957.794 6.95457e-08
-952.361 5.66081e-06
-946.927 2.46015e-05
-941.494 6.15693e-05
-936.06 0.000116389
-930.626 0.000181917
-925.192 0.000245336
-919.758 0.000293608
-914.324 0.000319912
-908.89 0.000325133
-903.456 0.000314926
-898.022 0.000294069
-892.587 0.000263028
-887.153 0.000222441
-881.718 0.000176907
-876.283 0.000133259
-870.848 9.76304e-05
-865.413 7.18603e-05
-859.978 5.38545e-05
-854.543 4.10461e-05
-849.108 3.16662e-05
-843.673 2.46892e-05
-838.237 1.97412e-05
-832.802 1.66224e-05
-827.366 1.51056e-05
-821.93 1.51211e-05
-816.494 1.68512e-05
-811.059 2.06775e-05
-805.623 2.69706e-05
-800.186 3.56094e-05
-794.75 4.52202e-05
-789.314 5.32244e-05
-783.877 5.73654e-05
-778.441 5.73123e-05
-773.004 5.52046e-05
-767.568 5.38567e-05
-762.131 5.52355e-05
-756.694 6.02375e-05
-751.257 6.80585e-05
-745.82 7.65939e-05
-740.382 8.343e-05
-734.945 8.68719e-05
-729.508 8.71819e-05
-724.07 8.56585e-05
-718.633 8.31483e-05
-713.195 7.99349e-05
-707.757 7.59852e-05
-702.319 7.1485e-05
-696.881 6.72996e-05
-691.443 6.44907e-05
-686.005 6.38391e-05
-680.567 6.57446e-05
-675.128 7.00885e-05
-669.69 7.61809e-05
-664.251 8.25626e-05
-658.812 8.70098e-05
-653.374 8.70686e-05
-647.935 8.09815e-05
-642.496 6.88689e-05
-637.057 5.27438e-05
-631.618 3.55975e-05
-626.178 2.04105e-05
-620.739 9.19895e-06
-615.299 2.63624e-06
-609.86 1.49059e-07
-604.42 3.75388e-07
-598.98 1.79792e-06
-593.54 3.24457e-06
-588.1 4.10919e-06
-582.66 4.29554e-06
-577.22 3.99917e-06
-571.78 3.48408e-06
-566.34 2.95466e-06
-560.899 2.52307e-06
-555.458 2.2286e-06
-550.018 2.07309e-06
-544.577 2.04654e-06
-539.136 2.14443e-06
-533.695 2.37644e-06
-528.254 2.75294e-06
-522.813 3.24844e-06
-517.372 3.73172e-06
-511.93 3.89163e-06
-506.489 3.30524e-06
-501.047 1.80746e-06
-495.606 1.92134e-07
-490.164 9.4011e-07
-484.722 8.23386e-06
-479.28 2.64262e-05
-473.838 5.70088e-05
-468.396 9.64981e-05
-462.954 0.000137478
-457.511 0.000172616
-452.069 0.000198163
-446.626 0.00021361
-441.184 0.000220267
-435.741 0.000219497
-430.298 0.000212121
-424.855 0.000199346
-419.412 0.000182861
-413.969 0.000165081
-408.526 0.00014894
-403.082 0.000137689
-397.639 0.00013439
-392.195 0.00014166
-386.752 0.000162094
-381.308 0.000196598
-375.864 0.000243132
-370.42 0.000297735
-364.976 0.000355847
-359.532 0.000417788
-354.088 0.000490701
-348.643 0.000583014
-343.199 0.000703009
-337.754 0.000855377
-332.31 0.00103781
-326.865 0.00124155
-321.42 0.00145011
-315.975 0.00164605
-310.53 0.00181884
-305.085 0.00197421
-299.64 0.00213458
-294.195 0.00232305
-288.749 0.00255664
-283.304 0.00284
-277.858 0.00316269
-272.412 0.00350501
-266.966 0.00384292
-261.521 0.00415955
-256.075 0.00445368
-250.628 0.00474806
-245.182 0.00507817
-239.736 0.00545728
-234.289 0.00586468
-228.843 0.00624874
-223.396 0.0065459
-217.95 0.00674079
-212.503 0.00687915
-207.056 0.00703115
-201.609 0.00728045
-196.162 0.00770093
-190.715 0.00833003
-185.267 0.00912985
-179.82 0.00993833
-174.372 0.0104705
-168.925 0.0104742
-163.477 0.0100128
-158.029 0.00954929
-152.581 0.00981146
-147.133 0.0118548
-141.685 0.0178504
-136.237 0.0130506
-130.789 0.0112819
-125.34 0.0112054
-119.892 0.0120806
-114.443 0.0133164
-108.995 0.0144284
-103.546 0.0151281
-98.097 0.0153625
-92.648 0.0152311
-87.1989 0.0149246
-81.7497 0.0147016
-76.3004 0.0148171
-70.851 0.0154019
-65.4015 0.0163106
-59.952 0.0170763
-54.5023 0.0171626
-49.0525 0.016454
-43.6026 0.0155731
-38.1526 0.0153659
-32.7026 0.0160783
-27.2524 0.0171655
-21.8021 0.0176993
-16.3517 0.0171909
-10.9012 0.0161192
-5.45067 0.0154028
-1.13164e-09 0.0155625
5.45077 0.0162064
10.9016 0.0164066
16.3526 0.0157701
21.8037 0.0146429
27.2549 0.0137561
32.7061 0.0135958
38.1575 0.0139518
43.609 0.014195
49.0605 0.0138605
54.5122 0.0129783
59.9639 0.011924
65.4158 0.0110561
70.8678 0.0105303
76.3198 0.0103144
81.772 0.0103027
87.2242 0.010376
92.6766 0.010366
98.1291 0.0100454
103.582 0.00922678
109.034 0.00795789
114.487 0.00660292
119.94 0.00568865
125.393 0.0057542
130.846 0.00768551
136.299 0.0140881
141.752 0.00604
147.206 0.00392969
152.659 0.00360273
158.113 0.00396285
163.566 0.00447511
169.02 0.00473652
174.474 0.00457555
179.928 0.0040996
185.382 0.00353166
190.836 0.00303515
196.29 0.00266603
201.745 0.00241416
207.199 0.0022436
212.654 0.00211456
218.108 0.00199451
223.563 0.00186821
229.018 0.00173375
234.473 0.00159426
239.928 0.00145801
245.383 0.00133401
250.838 0.00122825
256.293 0.00114097
261.749 0.00107129
267.204 0.00101861
272.66 0.00098132
278.116 0.00095491
283.572 0.000935324
289.028 0.000918363
294.484 0.000898823
299.94 0.000871197
305.396 0.000834016
310.852 0.000790485
316.309 0.000743293
321.765 0.000696574
327.222 0.000653152
332.679 0.000613533
338.135 0.000576096
343.592 0.000539607
349.049 0.000503692
354.506 0.000468753
359.964 0.000435831
365.421 0.000406614
370.878 0.000382086
376.336 0.000362409
381.793 0.000347384
387.251 0.000335864
392.709 0.000326039
398.167 0.000316068
403.625 0.000304051
409.083 0.000287458
414.541 0.000264026
420.0 0.000232777
425.458 0.000194562
