Mhost,Msat,R,V
710573136359042.8,206598222652.88034,0.07856088382174928,0.05222957867598449
2067459351048319.2,104598674717.87296,0.02004933713324548,0.0024137333207967697
668779926562788.8,370999997825.7016,0.06306988434900353,0.05556889503030971
396964543035745.94,222205325802.06796,0.052440093209849284,0.001632264687689019
