Mhost,Msat,R,V,m_infall,m_max,r,r_min,t_infall,t_peri,v,v_max
743460841299568.6,647858209276.2186,0.0009431166097407117,0.2645480309862052,541211244147.7105,1030841977760.7091,0.001282431011234413,0.001282431011234413,0.61674,0.731448,0.5411076940881879,2.243347985692639
515066478809808.0,265386991361.8907,0.04446522688999704,0.2550588603715251,520335317648.449,567208271787.2969,0.8906387368351959,0.17636880622451398,0.61674,0.892508,0.17874393991009924,1.8740776531931767
734327939495515.5,600768076384.0472,0.059014136862296576,0.2459020200578544,324716407870.0148,600768076384.0472,0.08895061730236785,0.08895061730236785,0.665315,1.0,1.0543223403966446,1.912456997814049
360688336097370.8,320580500608.5672,0.020627006063078275,0.23278469061903345,50477549093.0576,2427932036726.736,0.13348936104759204,0.13348936104759204,0.18162799999999998,0.380368,1.090263041990826,1.090263041990826
1351304283757660.2,672279178398.8182,0.05548614306603929,0.25452045192969586,1369620407397.3408,1821757724360.4136,0.08257580378558868,0.08257580378558868,0.731448,1.001185,1.7105746083111693,1.7105746083111693
519940891991350.06,314327911231.90546,0.0061122484856235,0.28915898218503805,776908418836.0413,791481514918.7592,0.9311112283131648,0.4266825277673697,0.524972,0.665315,0.5523793719542435,1.4292633386375384
1641033967153158.0,252437218127.031,0.06444879518619105,0.2299432491419124,444904010871.4918,943426924525.8492,0.4445519828765642,0.4445519828765642,0.6413260000000001,1.038634,1.0820720635769017,1.3336220026516483
369177260449465.25,719398836372.2303,0.0071818842616627855,0.2758636700898601,,719398836372.2303,0.011082040852115784,0.011082040852115784,,1.0,0.42826358464280617,0.9476835931494212
360265882329051.7,1206745925955.6868,0.04885185487905692,0.23581305302999686,1107877367680.9453,1587562747084.1948,0.28011143644935305,0.2397289466801574,0.260363,0.275596,1.0025515934905682,1.223452840455349
358233385804005.9,1103200885223.0427,0.050987492531833434,0.2415288426487885,1351945338516.9866,1526838948112.2598,0.6817144289727132,0.6604507012523148,0.571712,0.935816,1.0749970266195563,1.2163859896469082
1176465272910652.8,961694237494.83,0.057152006739352425,0.2435226953979282,1166223090765.14,1309797655822.7473,0.944982959834766,0.4677906843278137,0.545254,0.8757520000000001,0.5170791376448347,1.1505853754814888
1176465272910652.8,1009010358262.9246,0.009050453051409462,0.27306132644207903,1197389960129.985,1214032522398.8179,0.4715437558323314,0.4715437558323314,0.684501,1.019134,1.373922693154385,1.373922693154385
944264440143787.2,120748446440.17725,0.03839688317410756,0.2817896696905277,213392911881.8316,559921723745.9379,0.05770233289470195,0.05770233289470195,0.398825,0.6413260000000001,1.8917193528933507,1.8917193528933507
486311668798014.8,537026572100.4431,0.0628702959116332,0.2399961281191263,1158394394469.7192,1396750375326.4402,0.1260761763557541,0.1260761763557541,0.759707,1.0,1.823118718291039,1.823118718291039
422846360129796.1,1400934998971.9348,0.045735999705228965,0.27356427605354483,,1549483039763.663,0.0702587637483006,0.027467772263498558,,0.981225,0.603570283623062,0.6132236857755369
422846360129796.1,592220081347.1196,0.034374582640662364,0.2321615935791455,1491772541542.0974,2005480010871.492,0.6527123547721296,0.4342544981827696,0.731448,0.936925,0.727377674461814,1.7355967543868265
