log[Age(Myr)] 3664_SFR
2.6989700043360187 5.29445e-12
2.7484376745664973 4.55787e-12
2.7979056993527007 3.7437e-12
2.8473739733267314 2.52737e-12
2.8968413524209744 3.93379e-13
2.9463092780221425 5.61946e-12
2.9957773040840703 5.6103e-12
3.045244720478147 7.131e-12
3.0947121423588384 2.88137e-12
3.1441817643668375 9.0809e-13
3.1936476637667615 1.64651e-14
3.243117455274604 2.03027e-12
3.292583884255552 1.5975e-11
3.3420533735347466 5.88848e-11
3.3915208329544204 2.18283e-10
3.440987751476157 4.05149e-10
3.490455735894072 2.397e-10
3.539923776965465 7.13791e-10
3.5893921410106087 8.31667e-11
3.6388594973752038 8.62371e-10
3.688328147713719 1.38513e-09
3.7377959405311976 2.14914e-09
3.7872634741087965 2.81659e-09
3.836731629478519 2.98366e-09
3.8861995939089495 3.64695e-09
3.9356674516452066 2.12148e-09
3.985135349823362 4.75499e-09
4.034604395322679 2.7153e-09
4.084071989200302 6.25387e-09
4.133538908370218 7.61048e-09
