log[Age(Myr)] 3291_SAD
2.6989700043360187 0.000608909
2.7484376745664973 0.000874948
2.7979056993527007 0.00114309
2.8473739733267314 0.00148822
2.8968413524209744 0.00350542
2.9463092780221425 0.00710813
2.9957773040840703 0.00993123
3.045244720478147 0.0101828
3.0947121423588384 0.0138679
3.1441817643668375 0.0149074
3.1936476637667615 0.0154313
3.243117455274604 0.0178052
3.292583884255552 0.0201974
3.3420533735347466 0.025476
3.3915208329544204 0.0333857
3.440987751476157 0.0404285
3.490455735894072 0.0487014
3.539923776965465 0.0486627
3.5893921410106087 0.0524296
3.6388594973752038 0.0534664
3.688328147713719 0.0332526
3.7377959405311976 0.037297
3.7872634741087965 0.039471
3.836731629478519 0.0406719
3.8861995939089495 0.044872
3.9356674516452066 0.0516293
3.985135349823362 0.0586108
4.034604395322679 0.0870577
4.084071989200302 0.0834145
4.133538908370218 0.104123
