log[Age(Myr)] 3534_SAD
2.6989700043360187 0.000332529
2.7484376745664973 0.000180249
2.7979056993527007 6.94677e-05
2.8473739733267314 1.32788e-06
2.8968413524209744 0.000150853
2.9463092780221425 0.00145496
2.9957773040840703 0.00307355
3.045244720478147 0.00414287
3.0947121423588384 0.00485704
3.1441817643668375 0.00661503
3.1936476637667615 0.00643527
3.243117455274604 0.010726
3.292583884255552 0.0129422
3.3420533735347466 0.0166629
3.3915208329544204 0.0246476
3.440987751476157 0.0304027
3.490455735894072 0.0404797
3.539923776965465 0.0423832
3.5893921410106087 0.0498726
3.6388594973752038 0.0529892
3.688328147713719 0.0590522
3.7377959405311976 0.024921
3.7872634741087965 0.0263634
3.836731629478519 0.0613432
3.8861995939089495 0.0791146
3.9356674516452066 0.0853979
3.985135349823362 0.085204
4.034604395322679 0.077732
4.084071989200302 0.0501715
4.133538908370218 0.142291
