"v (km/s)" BF[g(v)]
-1020.23 0.0087002
-993.072 0.00177984
-965.909 0.000852297
-938.743 0.000779784
-911.574 0.000755191
-884.403 0.000663005
-857.23 0.000510055
-830.054 0.000358797
-802.875 0.00028001
-775.694 0.000333529
-748.511 0.000602929
-721.325 0.00104509
-694.137 0.000969944
-666.946 0.00211645
-639.753 0.00300849
-612.557 0.00318302
-585.359 0.00310042
-558.158 0.00330894
-530.955 0.00408743
-503.75 0.0056008
-476.542 0.0079174
-449.331 0.0108107
-422.118 0.0136882
-394.903 0.0159796
-367.685 0.0177049
-340.464 0.0195451
-313.241 0.0223242
-286.016 0.0263726
-258.788 0.0312765
-231.558 0.036099
-204.325 0.0398468
-177.09 0.0420798
-149.852 0.0431345
-122.612 0.0436606
-95.369 0.0440863
-68.1238 0.0444519
-40.8761 0.0447341
-13.626 0.045129
13.6266 0.0457634
40.8817 0.0460629
68.1393 0.0446898
95.3993 0.0405986
122.662 0.0343366
149.927 0.0282151
177.194 0.0245787
204.464 0.0236863
231.737 0.023785
259.012 0.0226272
286.289 0.0189646
313.569 0.0134311
340.851 0.00817847
368.136 0.0048741
395.424 0.00340964
422.713 0.00302097
450.006 0.0031714
477.3 0.00348086
504.598 0.00352305
531.897 0.00290447
559.2 0.00172038
586.504 0.000639065
613.811 0.000123964
641.121 8.5216e-06
668.433 1.03614e-08
695.748 1.61089e-09
723.065 7.03683e-08
750.385 3.81096e-08
777.707 3.40877e-07
805.031 3.40385e-06
832.358 6.04486e-06
859.688 4.91753e-06
887.02 1.23507e-06
914.354 1.99231e-09
941.691 3.93097e-08
969.031 2.03919e-12
996.373 5.94873e-05
1023.72 0.00724764
