log[Age(Myr)] 3367_MASS
2.6989700043360187 0.00571821
2.7484376745664973 0.00472174
2.7979056993527007 0.00354565
2.8473739733267314 0.00252872
2.8968413524209744 0.00225924
2.9463092780221425 0.0010781
2.9957773040840703 0.000390015
3.045244720478147 7.71839e-05
3.0947121423588384 7.99296e-05
3.1441817643668375 8.51658e-06
3.1936476637667615 4.19513e-05
3.243117455274604 2.27395e-05
3.292583884255552 0.0068012
3.3420533735347466 0.0256207
3.3915208329544204 0.0628938
3.440987751476157 0.125236
3.490455735894072 0.221253
3.539923776965465 0.326985
3.5893921410106087 0.269004
3.6388594973752038 0.219793
3.688328147713719 0.457066
3.7377959405311976 0.837503
3.7872634741087965 1.24326
3.836731629478519 1.59916
3.8861995939089495 2.26417
3.9356674516452066 2.81742
3.985135349823362 3.12237
4.034604395322679 6.2277
4.084071989200302 3.41997
4.133538908370218 17.3814
