"v (km/s)" BF[g(v)]
-1020.23 0.00805585
-993.072 0.00241893
-965.909 0.00103739
-938.743 0.00074297
-911.574 0.00078564
-884.403 0.00102422
-857.23 0.00136453
-830.054 0.00163555
-802.875 0.00167479
-775.694 0.00145868
-748.511 0.00110744
-721.325 0.000719377
-694.137 0.000363863
-666.946 0.000794229
-639.753 0.00145105
-612.557 0.00233063
-585.359 0.00346135
-558.158 0.00480153
-530.955 0.00619962
-503.75 0.00756633
-476.542 0.00908648
-449.331 0.0110693
-422.118 0.0134966
-394.903 0.0159491
-367.685 0.0182472
-340.464 0.020927
-313.241 0.024764
-286.016 0.0298287
-258.788 0.0348791
-231.558 0.037866
-204.325 0.0377889
-177.09 0.0359354
-149.852 0.0348611
-122.612 0.0365786
-95.369 0.0414226
-68.1238 0.0474008
-40.8761 0.0509447
-13.626 0.04952
13.6266 0.0438204
40.8817 0.0370579
68.1393 0.0323453
95.3993 0.0309511
122.662 0.0320836
149.927 0.0335512
177.194 0.0330121
204.464 0.0292402
231.737 0.0228974
259.012 0.0162901
286.289 0.0116818
313.569 0.00961549
340.851 0.00930965
368.136 0.00958205
395.424 0.00915387
422.713 0.0073517
450.006 0.0048026
477.3 0.00270674
504.598 0.00153379
531.897 0.00105336
559.2 0.000991745
586.504 0.00124051
613.811 0.00174802
641.121 0.00230195
668.433 0.00250372
695.748 0.00208969
723.065 0.000114923
750.385 1.01699e-05
777.707 4.93377e-05
805.031 6.75297e-05
832.358 8.30491e-05
859.688 0.000104986
887.02 0.000133815
914.354 0.00015507
941.691 0.000130695
969.031 4.25004e-05
996.373 0.000145096
1023.72 0.010472
