log[Age(Myr)] 3639_SAD
2.6989700043360187 0.0357469
2.7484376745664973 0.0166903
2.7979056993527007 0.00643888
2.8473739733267314 0.00516627
2.8968413524209744 0.00324958
2.9463092780221425 0.000665053
2.9957773040840703 9.72715e-05
3.045244720478147 0.00180423
3.0947121423588384 0.00187215
3.1441817643668375 0.00531923
3.1936476637667615 0.000501434
3.243117455274604 0.000649836
3.292583884255552 0.00114786
3.3420533735347466 0.00171552
3.3915208329544204 0.00326477
3.440987751476157 0.00575386
3.490455735894072 0.0123808
3.539923776965465 0.00875051
3.5893921410106087 0.0131547
3.6388594973752038 0.0151228
3.688328147713719 0.0234431
3.7377959405311976 0.0280454
3.7872634741087965 0.0188438
3.836731629478519 0.0503583
3.8861995939089495 0.0569768
3.9356674516452066 0.0693107
3.985135349823362 0.0940031
4.034604395322679 0.135154
4.084071989200302 0.179306
4.133538908370218 0.205091
