log[Age(Myr)] 3254_SAD
2.6989700043360187 0.000722416
2.7484376745664973 0.000213778
2.7979056993527007 9.60813e-05
2.8473739733267314 2.45885e-05
2.8968413524209744 0.000409114
2.9463092780221425 0.00258939
2.9957773040840703 0.00446243
3.045244720478147 0.00350501
3.0947121423588384 0.00346189
3.1441817643668375 0.00114533
3.1936476637667615 0.00117041
3.243117455274604 0.00130443
3.292583884255552 0.00281323
3.3420533735347466 0.00759238
3.3915208329544204 0.0196908
3.440987751476157 0.0279293
3.490455735894072 0.0586796
3.539923776965465 0.046982
3.5893921410106087 0.0207071
3.6388594973752038 0.0235946
3.688328147713719 0.0497117
3.7377959405311976 0.00729744
3.7872634741087965 0.00940175
3.836731629478519 0.0112173
3.8861995939089495 0.0167716
3.9356674516452066 0.0377037
3.985135349823362 0.0982882
4.034604395322679 0.105986
4.084071989200302 0.170751
4.133538908370218 0.265766
