log[Age(Myr)] 3329_AMR
2.6989700043360187 0.0106067
2.7484376745664973 0.0137534
2.7979056993527007 0.016511
2.8473739733267314 0.0200257
2.8968413524209744 0.0384079
2.9463092780221425 0.0499105
2.9957773040840703 0.0257068
3.045244720478147 0.0312729
3.0947121423588384 0.0389058
3.1441817643668375 0.0269668
3.1936476637667615 0.038633
3.243117455274604 0.0489705
3.292583884255552 0.0308505
3.3420533735347466 0.0455725
3.3915208329544204 0.0491359
3.440987751476157 0.0499985
3.490455735894072 0.0436745
3.539923776965465 0.0458398
3.5893921410106087 0.0462378
3.6388594973752038 0.0374758
3.688328147713719 0.0499971
3.7377959405311976 0.0499808
3.7872634741087965 0.0500013
3.836731629478519 0.049999
3.8861995939089495 0.0499013
3.9356674516452066 0.0499796
3.985135349823362 0.0080005
4.034604395322679 0.012441
4.084071989200302 0.0219005
4.133538908370218 0.030309
