log[Age(Myr)] 3269_SFR
2.6989700043360187 4.18811e-12
2.7484376745664973 6.33049e-12
2.7979056993527007 8.907e-12
2.8473739733267314 1.38004e-11
2.8968413524209744 2.41303e-11
2.9463092780221425 1.34751e-11
2.9957773040840703 4.4435e-12
3.045244720478147 1.02834e-13
3.0947121423588384 2.73199e-11
3.1441817643668375 1.04141e-11
3.1936476637667615 1.45705e-11
3.243117455274604 7.55757e-11
3.292583884255552 2.68011e-10
3.3420533735347466 5.22319e-10
3.3915208329544204 9.55707e-10
3.440987751476157 1.18951e-09
3.490455735894072 1.36619e-09
3.539923776965465 1.4155e-09
3.5893921410106087 1.17192e-09
3.6388594973752038 1.12222e-09
3.688328147713719 1.41857e-09
3.7377959405311976 1.60571e-09
3.7872634741087965 2.33755e-09
3.836731629478519 1.89449e-09
3.8861995939089495 2.21976e-09
3.9356674516452066 1.49955e-09
3.985135349823362 3.48076e-09
4.034604395322679 3.99037e-09
4.084071989200302 3.13756e-09
4.133538908370218 3.2173e-09
