"v (km/s)" BF[g(v)]
-1020.23 0.00238182
-993.072 0.000939041
-965.909 0.000374028
-938.743 0.000176174
-911.574 0.000109038
-884.403 8.309e-05
-857.23 6.30152e-05
-830.054 4.07148e-05
-802.875 2.3275e-05
-775.694 1.57203e-05
-748.511 1.67742e-05
-721.325 2.54796e-05
-694.137 3.94062e-05
-666.946 8.65636e-05
-639.753 0.000137269
-612.557 0.000157452
-585.359 0.000131116
-558.158 8.07386e-05
-530.955 3.88681e-05
-503.75 1.78748e-05
-476.542 1.46147e-05
-449.331 3.58418e-05
-422.118 0.000146099
-394.903 0.000570301
-367.685 0.00185621
-340.464 0.00494113
-313.241 0.0105933
-286.016 0.0181247
-258.788 0.0255631
-231.558 0.0319418
-204.325 0.0382887
-177.09 0.0459301
-149.852 0.0547105
-122.612 0.0634325
-95.369 0.0706836
-68.1238 0.0753217
-40.8761 0.0769688
-13.626 0.0758879
13.6266 0.0723949
40.8817 0.0667327
68.1393 0.0593619
95.3993 0.0507668
122.662 0.0412109
149.927 0.0315373
177.194 0.0233317
204.464 0.0169448
231.737 0.0116477
259.012 0.00731063
286.289 0.00423953
313.569 0.00240893
340.851 0.00146213
368.136 0.00103274
395.424 0.000878216
422.713 0.000852194
450.006 0.000847962
477.3 0.000789689
504.598 0.000665614
531.897 0.000525719
559.2 0.000425588
586.504 0.000390901
613.811 0.000427816
641.121 0.000535795
668.433 0.00069959
695.748 0.000862558
723.065 0.000584507
750.385 0.00035668
777.707 0.000205621
805.031 0.000125965
832.358 9.89247e-05
859.688 0.000105648
887.02 0.000117698
914.354 9.66794e-05
941.691 4.27504e-05
969.031 3.97694e-06
996.373 3.91147e-06
1023.72 1.88708e-05
