log[Age(Myr)] 3534_SFR
2.6989700043360187 9.74158e-12
2.7484376745664973 5.38549e-12
2.7979056993527007 2.10347e-12
2.8473739733267314 4.33042e-14
2.8968413524209744 6.07611e-12
2.9463092780221425 6.06521e-11
2.9957773040840703 1.33527e-10
3.045244720478147 1.76079e-10
3.0947121423588384 2.05589e-10
3.1441817643668375 2.91616e-10
3.1936476637667615 2.9246e-10
3.243117455274604 5.00575e-10
3.292583884255552 5.92272e-10
3.3420533735347466 8.13297e-10
3.3915208329544204 1.02001e-09
3.440987751476157 1.13292e-09
3.490455735894072 1.50175e-09
3.539923776965465 1.28458e-09
3.5893921410106087 1.52667e-09
3.6388594973752038 1.5791e-09
3.688328147713719 1.70026e-09
3.7377959405311976 1.32097e-09
3.7872634741087965 1.38638e-09
3.836731629478519 1.61662e-09
3.8861995939089495 2.0792e-09
3.9356674516452066 2.19849e-09
3.985135349823362 2.15709e-09
4.034604395322679 1.42799e-09
4.084071989200302 2.59083e-09
4.133538908370218 2.80795e-09
