log[Age(Myr)] 3254_AMR
2.6989700043360187 0.0125853
2.7484376745664973 0.0154324
2.7979056993527007 0.0172607
2.8473739733267314 0.0277336
2.8968413524209744 0.0394901
2.9463092780221425 0.0497861
2.9957773040840703 0.05
3.045244720478147 0.040761
3.0947121423588384 0.036363
3.1441817643668375 0.0428003
3.1936476637667615 0.0297119
3.243117455274604 0.0384207
3.292583884255552 0.0288433
3.3420533735347466 0.0206663
3.3915208329544204 0.0192965
3.440987751476157 0.0195596
3.490455735894072 0.0200323
3.539923776965465 0.0200532
3.5893921410106087 0.0118788
3.6388594973752038 0.00826489
3.688328147713719 0.00801273
3.7377959405311976 0.0493919
3.7872634741087965 0.0499998
3.836731629478519 0.0499994
3.8861995939089495 0.0211987
3.9356674516452066 0.00809935
3.985135349823362 0.00780472
4.034604395322679 0.0197277
4.084071989200302 0.020144
4.133538908370218 0.0423818
