"v (km/s)" BF[g(v)]
-1020.23 0.00607442
-993.072 0.00224822
-965.909 0.00102289
-938.743 0.000551566
-911.574 0.000300199
-884.403 0.000151623
-857.23 7.87992e-05
-830.054 5.91299e-05
-802.875 8.22896e-05
-775.694 0.000165907
-748.511 0.000333648
-721.325 0.000557267
-694.137 0.000743619
-666.946 0.00134527
-639.753 0.00186133
-612.557 0.00226954
-585.359 0.00275096
-558.158 0.00354236
-530.955 0.00479147
-503.75 0.00645135
-476.542 0.00835401
-449.331 0.0104452
-422.118 0.0128662
-394.903 0.0157612
-367.685 0.0190265
-340.464 0.0224232
-313.241 0.0259592
-286.016 0.0298059
-258.788 0.0337965
-231.558 0.0373495
-204.325 0.0399489
-177.09 0.0414515
-149.852 0.0420341
-122.612 0.0422294
-95.369 0.0427879
-68.1238 0.0441843
-40.8761 0.046304
-13.626 0.0482566
13.6266 0.0484097
40.8817 0.0454288
68.1393 0.0397678
95.3993 0.033578
122.662 0.0288539
149.927 0.0261533
177.194 0.0248111
204.464 0.023563
231.737 0.0215255
259.012 0.0188756
286.289 0.0161823
313.569 0.0135306
340.851 0.010755
368.136 0.00806813
395.424 0.00592803
422.713 0.00453543
450.006 0.0037526
477.3 0.00328927
504.598 0.00287772
531.897 0.00242038
559.2 0.00198949
586.504 0.00166817
613.811 0.00147013
641.121 0.00137816
668.433 0.00138723
695.748 0.00148629
723.065 0.00108162
750.385 0.000868375
777.707 0.000507969
805.031 0.000127723
832.358 3.76827e-06
859.688 7.38952e-06
887.02 1.66793e-05
914.354 9.45422e-06
941.691 4.94884e-07
969.031 8.08814e-05
996.373 0.00082693
1023.72 0.00635553
