log[Age(Myr)] 3414_AMR
2.6989700043360187 0.0117442
2.7484376745664973 0.0150669
2.7979056993527007 0.0181472
2.8473739733267314 0.0205043
2.8968413524209744 0.0474505
2.9463092780221425 0.030049
2.9957773040840703 0.00146668
3.045244720478147 0.0421998
3.0947121423588384 0.0225903
3.1441817643668375 0.0116033
3.1936476637667615 0.0314711
3.243117455274604 0.00977941
3.292583884255552 0.0348867
3.3420533735347466 0.0404607
3.3915208329544204 0.0499955
3.440987751476157 0.040558
3.490455735894072 0.0200032
3.539923776965465 0.0209336
3.5893921410106087 0.0170458
3.6388594973752038 0.00813059
3.688328147713719 0.0481094
3.7377959405311976 0.0499998
3.7872634741087965 0.0499999
3.836731629478519 0.0499757
3.8861995939089495 0.0499961
3.9356674516452066 0.0497681
3.985135349823362 0.00800045
4.034604395322679 0.00788204
4.084071989200302 0.0199937
4.133538908370218 0.0390403
