log[Age(Myr)] 3664_MASS
2.6989700043360187 0.000301674
2.7484376745664973 0.000291036
2.7979056993527007 0.000267889
2.8473739733267314 0.00020267
2.8968413524209744 3.53509e-05
2.9463092780221425 0.000565916
2.9957773040840703 0.000633157
3.045244720478147 0.000901869
3.0947121423588384 0.000408375
3.1441817643668375 0.000144231
3.1936476637667615 2.93064e-06
3.243117455274604 0.000404966
3.292583884255552 0.00357086
3.3420533735347466 0.0147504
3.3915208329544204 0.0612755
3.440987751476157 0.127453
3.490455735894072 0.084503
3.539923776965465 0.281996
3.5893921410106087 0.0368204
3.6388594973752038 0.42786
3.688328147713719 0.770132
3.7377959405311976 1.33909
3.7872634741087965 1.96668
3.836731629478519 2.33468
3.8861995939089495 3.19799
3.9356674516452066 2.08475
3.985135349823362 5.2364
4.034604395322679 3.35096
4.084071989200302 8.64903
4.133538908370218 11.795
