log[Age(Myr)] 3664_SAD
2.6989700043360187 0.000181677
2.7484376745664973 0.000151386
2.7979056993527007 0.000121078
2.8473739733267314 7.25308e-05
2.8968413524209744 1.05009e-05
2.9463092780221425 0.000134689
2.9957773040840703 0.000158284
3.045244720478147 0.000194289
3.0947121423588384 6.98673e-05
3.1441817643668375 2.43566e-05
3.1936476637667615 3.66715e-07
3.243117455274604 4.40876e-05
3.292583884255552 0.000330303
3.3420533735347466 0.00121112
3.3915208329544204 0.00444248
3.440987751476157 0.00818163
3.490455735894072 0.00479764
3.539923776965465 0.0139705
3.5893921410106087 0.00204447
3.6388594973752038 0.0159747
3.688328147713719 0.0258562
3.7377959405311976 0.0405417
3.7872634741087965 0.0535563
3.836731629478519 0.0572055
3.8861995939089495 0.0688874
3.9356674516452066 0.0817114
3.985135349823362 0.101559
4.034604395322679 0.132776
4.084071989200302 0.173066
4.133538908370218 0.212663
