log[Age(Myr)] 3269_AMR
2.6989700043360187 0.00958586
2.7484376745664973 0.0122279
2.7979056993527007 0.0139499
2.8473739733267314 0.0178485
2.8968413524209744 0.0305948
2.9463092780221425 0.0374018
2.9957773040840703 0.043601
3.045244720478147 0.0406494
3.0947121423588384 0.0191282
3.1441817643668375 0.0481328
3.1936476637667615 0.0491374
3.243117455274604 0.0486576
3.292583884255552 0.049999
3.3420533735347466 0.0499999
3.3915208329544204 0.0499992
3.440987751476157 0.0499943
3.490455735894072 0.05
3.539923776965465 0.0499973
3.5893921410106087 0.05
3.6388594973752038 0.0499964
3.688328147713719 0.05
3.7377959405311976 0.05
3.7872634741087965 0.00799982
3.836731629478519 0.0499927
3.8861995939089495 0.0499979
3.9356674516452066 0.0079996
3.985135349823362 0.00799973
4.034604395322679 0.0183995
4.084071989200302 0.00657018
4.133538908370218 0.00399991
