Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.37,0.588842,0.289302,0.0,0.893831
4050.74,0.590517,0.321633,0.0,0.893638
4051.1,0.592132,0.351313,0.0,0.893444
4051.47,0.593548,0.376665,0.0,0.893251
4051.84,0.594438,0.39846,0.0,0.893057
4052.21,0.594485,0.41885,0.0,0.892864
4052.58,0.593907,0.43978,0.0,0.892671
4052.95,0.593369,0.461835,0.0,0.892477
4053.31,0.593403,0.483857,0.0,0.892284
4053.68,0.593635,0.503804,0.0,0.892091
4054.05,0.593345,0.520314,0.0,0.891898
4054.42,0.592061,0.533412,0.0,0.891706
4054.79,0.589979,0.543962,0.0,0.891513
4055.16,0.587398,0.552761,0.0,0.89132
4055.53,0.584577,0.560076,0.0,0.891128
4055.89,0.581714,0.56581,0.0,0.890936
4056.26,0.578985,0.569996,0.0,0.890744
4056.63,0.576357,0.572978,0.0,0.890552
4057.0,0.573676,0.575122,0.0,0.890361
4057.37,0.570875,0.576553,0.0,0.890169
4057.74,0.568221,0.577205,0.0,0.889978
4058.11,0.566064,0.577044,0.0,0.889788
4058.48,0.564576,0.576138,0.0,0.889597
4058.85,0.563618,0.574608,0.0,0.889407
4059.21,0.563023,0.572595,0.0,0.889217
4059.58,0.56266,0.570255,15.5064,0.889027
4059.95,0.562429,0.568112,15.4974,0.888838
4060.32,0.562194,0.566164,15.5263,0.888649
4060.69,0.561629,0.564363,15.5609,0.88846
4061.06,0.560337,0.562609,15.6016,0.888272
4061.43,0.55821,0.560772,15.6736,0.888084
4061.8,0.555866,0.558815,15.7461,0.887897
4062.17,0.554023,0.556847,15.7946,0.887709
4062.54,0.553085,0.555059,15.8135,0.887523
4062.91,0.553105,0.55364,15.8326,0.887336
4063.28,0.554061,0.55282,15.8128,0.887151
4063.65,0.555432,0.553318,15.7799,0.886965
4064.01,0.556441,0.558004,15.7484,0.88678
4064.38,0.556584,0.557596,15.7484,0.886596
4064.75,0.55635,0.557506,15.7485,0.886412
4065.12,0.556438,0.557717,15.7434,0.886229
4065.49,0.557157,0.558217,15.7281,0.886046
4065.86,0.558201,0.558986,15.7128,0.885863
4066.23,0.559229,0.55997,15.6938,0.885681
4066.6,0.560103,0.561091,15.6726,0.8855
4066.97,0.560833,0.562275,15.6515,0.885319
4067.34,0.561481,0.56347,15.6313,0.885139
4067.71,0.562375,0.564666,15.6113,0.88496
4068.08,0.56392,0.565859,15.5868,0.884781
4068.45,0.566319,0.567031,15.546,0.884602
4068.82,0.569336,0.568146,15.5053,0.884425
4069.19,0.572659,0.569147,15.4661,0.884247
4069.56,0.575565,0.569969,15.4283,0.884071
4069.93,0.576926,0.570568,15.3906,0.883895
4070.3,0.575859,0.570947,15.4144,0.88372
4070.67,0.573352,0.571142,15.4527,0.883546
4071.04,0.571206,0.571183,15.4869,0.883372
4071.41,0.570673,0.571063,15.4847,0.883199
4071.78,0.571406,0.570739,15.4825,0.883027
4072.15,0.572768,0.570178,15.4731,0.882856
4072.52,0.574146,0.56939,15.4532,0.882685
4072.89,0.574962,0.568434,15.4334,0.882515
4073.26,0.57469,0.567384,15.4586,0.882346
4073.63,0.573309,0.566294,15.5028,0.882178
4074.0,0.571094,0.565195,15.5474,0.88201
4074.37,0.568465,0.564116,15.6194,0.881844
4074.74,0.566412,0.563109,15.6918,0.881678
4075.11,0.566051,0.562266,15.7375,0.881513
4075.48,0.567613,0.561727,15.7211,0.881349
4075.85,0.569847,0.561627,15.7047,0.881185
4076.22,0.571432,0.562044,15.692,0.881023
4076.59,0.572106,0.563003,15.6818,0.880862
4076.97,0.572407,0.564493,15.6715,0.880701
4077.34,0.57289,0.56647,15.6423,0.880541
4077.71,0.574081,0.568874,15.6111,0.880383
4078.08,0.576491,0.571645,15.5718,0.880225
4078.45,0.580134,0.574729,15.5017,0.880068
4078.82,0.583938,0.578072,15.432,0.879913
4079.19,0.586734,0.581615,15.3823,0.879758
4079.56,0.588381,0.585299,15.3514,0.879604
4079.93,0.589742,0.58907,15.3207,0.879451
4080.3,0.591642,0.59288,15.2571,0.8793
4080.67,0.594372,0.596686,15.1866,0.879149
4081.04,0.597989,0.60044,15.1117,0.878999
4081.42,0.602424,0.604111,15.0019,0.878851
4081.79,0.60724,0.607698,14.8933,0.878703
4082.16,0.611937,0.611218,14.8076,0.878557
4082.53,0.615993,0.614672,14.752,0.878412
4082.9,0.618854,0.618045,14.6967,0.878267
4083.27,0.620107,0.621316,14.6813,0.878124
4083.64,0.620681,0.62446,14.6807,0.877983
4084.01,0.622235,0.627451,14.6764,0.877842
4084.38,0.625869,0.630299,14.5767,0.877702
4084.76,0.630652,0.633043,14.478,0.877564
4085.13,0.635206,0.635715,14.3942,0.877427
4085.5,0.638776,0.63832,14.3376,0.877291
4085.87,0.641544,0.640837,14.2814,0.877156
4086.24,0.643763,0.643222,14.2474,0.877023
4086.61,0.645527,0.645429,14.2252,0.876891
4086.98,0.646827,0.64743,14.2032,0.87676
4087.36,0.647659,0.649225,14.185,0.87663
4087.73,0.648057,0.650824,14.167,0.876502
4088.1,0.648063,0.652222,14.1519,0.876375
4088.47,0.647748,0.653365,14.1444,0.876249
4088.84,0.647233,0.654155,14.137,0.876125
4089.21,0.646638,0.654505,14.1459,0.876001
4089.59,0.645985,0.654387,14.1667,0.87588
4089.96,0.645218,0.653812,14.1877,0.875759
4090.33,0.644244,0.652793,14.2107,0.87564
4090.7,0.642805,0.651331,14.2341,0.875523
4091.07,0.640581,0.649422,14.2679,0.875407
4091.45,0.637506,0.64706,14.3445,0.875292
4091.82,0.634078,0.644231,14.4217,0.875179
4092.19,0.630854,0.640897,14.5048,0.875067
4092.56,0.627922,0.63702,14.5938,0.874956
4092.93,0.62491,0.632609,14.6836,0.874847
4093.31,0.621443,0.627734,14.7907,0.87474
4093.68,0.617244,0.622493,14.9026,0.874634
4094.05,0.612076,0.61696,15.0199,0.874529
4094.42,0.605881,0.611148,15.1659,0.874426
