"v (km/s)" BF[g(v)]
-1020.23 0.00618575
-993.072 0.00226578
-965.909 0.000738236
-938.743 0.000277976
-911.574 0.000162481
-884.403 0.000203318
-857.23 0.000400587
-830.054 0.000665027
-802.875 0.000665841
-775.694 0.000372554
-748.511 0.000117624
-721.325 2.27065e-05
-694.137 4.60466e-06
-666.946 2.7354e-05
-639.753 0.000101151
-612.557 0.000290405
-585.359 0.000682313
-558.158 0.00132184
-530.955 0.00214152
-503.75 0.0030227
-476.542 0.00397773
-449.331 0.00518235
-422.118 0.00681646
-394.903 0.0090229
-367.685 0.0120231
-340.464 0.0160968
-313.241 0.0211768
-286.016 0.026421
-258.788 0.0307187
-231.558 0.0340175
-204.325 0.0377095
-177.09 0.0431185
-149.852 0.0498229
-122.612 0.0556374
-95.369 0.0581434
-68.1238 0.0565694
-40.8761 0.0525061
-13.626 0.0489557
13.6266 0.0481222
40.8817 0.0494661
68.1393 0.0501845
95.3993 0.0477033
122.662 0.041788
149.927 0.0346167
177.194 0.0287
204.464 0.0246475
231.737 0.0211109
259.012 0.0168313
286.289 0.0120507
313.569 0.0079284
340.851 0.00516876
368.136 0.00363429
395.424 0.00287728
422.713 0.00251513
450.006 0.00228598
477.3 0.00204066
504.598 0.00174674
531.897 0.00145474
559.2 0.00121094
586.504 0.00100763
613.811 0.00082548
641.121 0.000682552
668.433 0.000617002
695.748 0.000611375
723.065 9.5355e-06
750.385 5.32741e-06
777.707 1.07812e-05
805.031 1.04009e-05
832.358 7.95302e-06
859.688 4.96024e-06
887.02 2.6442e-06
914.354 1.57998e-06
941.691 1.57766e-06
969.031 6.80796e-07
996.373 4.0322e-05
1023.72 0.00247697
