"v (km/s)" BF[g(v)]
-1020.23 0.00512768
-993.072 0.00145635
-965.909 0.000563742
-938.743 0.000369278
-911.574 0.00040188
-884.403 0.000631643
-857.23 0.00108973
-830.054 0.00164275
-802.875 0.00202671
-775.694 0.00221622
-748.511 0.00235995
-721.325 0.00262595
-694.137 0.0031369
-666.946 0.00322281
-639.753 0.00336236
-612.557 0.00386761
-585.359 0.00498923
-558.158 0.00695612
-530.955 0.00979938
-503.75 0.0130594
-476.542 0.0158086
-449.331 0.0172311
-422.118 0.017276
-394.903 0.0167183
-367.685 0.0166605
-340.464 0.0181241
-313.241 0.0218262
-286.016 0.0274623
-258.788 0.0329259
-231.558 0.0355446
-204.325 0.0347819
-177.09 0.0329294
-149.852 0.0328578
-122.612 0.0355487
-95.369 0.0394084
-68.1238 0.041525
-40.8761 0.0404145
-13.626 0.0373802
13.6266 0.0346554
40.8817 0.0330558
68.1393 0.0321283
95.3993 0.0315294
122.662 0.0313586
149.927 0.031491
177.194 0.031041
204.464 0.0287264
231.737 0.0241782
259.012 0.0188101
286.289 0.0147097
313.569 0.0128131
340.851 0.0127771
368.136 0.013672
395.424 0.0141429
422.713 0.0128744
450.006 0.00979987
477.3 0.00634582
504.598 0.00385687
531.897 0.0025265
559.2 0.00195911
586.504 0.00179142
613.811 0.0017756
641.121 0.00171464
668.433 0.00150174
695.748 0.00118552
723.065 0.000641087
750.385 0.000186566
777.707 2.65888e-05
805.031 1.95198e-06
832.358 8.24055e-07
859.688 7.85754e-06
887.02 3.44947e-05
914.354 6.51543e-05
941.691 0.00010935
969.031 0.000277896
996.373 0.000983904
1023.72 0.00384891
