log[Age(Myr)] 3484_SFR
2.6989700043360187 7.7645e-13
2.7484376745664973 1.60882e-12
2.7979056993527007 2.71834e-12
2.8473739733267314 6.31592e-12
2.8968413524209744 1.41893e-11
2.9463092780221425 2.43777e-11
2.9957773040840703 1.75406e-11
3.045244720478147 1.21765e-11
3.0947121423588384 2.05064e-11
3.1441817643668375 9.16203e-12
3.1936476637667615 4.02616e-12
3.243117455274604 8.23372e-15
3.292583884255552 1.84806e-11
3.3420533735347466 4.77634e-11
3.3915208329544204 2.04421e-10
3.440987751476157 4.72416e-10
3.490455735894072 5.58988e-10
3.539923776965465 7.86603e-10
3.5893921410106087 6.52652e-10
3.6388594973752038 7.06783e-10
3.688328147713719 1.032e-09
3.7377959405311976 1.49141e-09
3.7872634741087965 1.98538e-09
3.836731629478519 2.84112e-09
3.8861995939089495 3.49255e-09
3.9356674516452066 3.0637e-09
3.985135349823362 4.11998e-09
4.034604395322679 5.08169e-09
4.084071989200302 5.40697e-09
4.133538908370218 2.98165e-09
