log[Age(Myr)] 3414_SAD
2.6989700043360187 0.00179614
2.7484376745664973 0.00126538
2.7979056993527007 0.000729448
2.8473739733267314 0.00039007
2.8968413524209744 0.000272605
2.9463092780221425 0.000242412
2.9957773040840703 0.00386292
3.045244720478147 0.000139214
3.0947121423588384 0.000385301
3.1441817643668375 0.000272422
3.1936476637667615 7.00666e-05
3.243117455274604 0.000340821
3.292583884255552 8.12599e-05
3.3420533735347466 0.00134388
3.3915208329544204 0.00406316
3.440987751476157 0.00664351
3.490455735894072 0.0125508
3.539923776965465 0.0115265
3.5893921410106087 0.0107094
3.6388594973752038 0.00760494
3.688328147713719 0.00765496
3.7377959405311976 0.0126758
3.7872634741087965 0.016254
3.836731629478519 0.0209353
3.8861995939089495 0.0259332
3.9356674516452066 0.0395279
3.985135349823362 0.208512
4.034604395322679 0.144771
4.084071989200302 0.176631
4.133538908370218 0.282807
