log[Age(Myr)] 3254_SFR
2.6989700043360187 2.15841e-11
2.7484376745664973 6.5474e-12
2.7979056993527007 2.99691e-12
2.8473739733267314 8.6963e-13
2.8968413524209744 1.61249e-11
2.9463092780221425 1.10638e-10
2.9957773040840703 1.93869e-10
3.045244720478147 1.41996e-10
3.0947121423588384 1.35177e-10
3.1441817643668375 4.86635e-11
3.1936476637667615 4.64434e-11
3.243117455274604 5.67701e-11
3.292583884255552 1.15242e-10
3.3420533735347466 2.81189e-10
3.3915208329544204 7.33092e-10
3.440987751476157 1.03098e-09
3.490455735894072 2.17799e-09
3.539923776965465 1.73007e-09
3.5893921410106087 6.90861e-10
3.6388594973752038 7.09004e-10
3.688328147713719 1.43195e-09
3.7377959405311976 3.85159e-10
3.7872634741087965 4.94425e-10
3.836731629478519 5.85078e-10
3.8861995939089495 5.9442e-10
3.9356674516452066 9.74815e-10
3.985135349823362 2.47141e-09
4.034604395322679 3.5739e-09
4.084071989200302 5.83831e-09
4.133538908370218 1.29386e-08
