log[Age(Myr)] 3367_AMR
2.6989700043360187 0.0122078
2.7484376745664973 0.0136423
2.7979056993527007 0.0144901
2.8473739733267314 0.0170699
2.8968413524209744 0.0499228
2.9463092780221425 0.0469038
2.9957773040840703 0.0463865
3.045244720478147 0.0488473
3.0947121423588384 0.0392709
3.1441817643668375 0.0283301
3.1936476637667615 0.0307019
3.243117455274604 0.00478506
3.292583884255552 0.0495394
3.3420533735347466 0.0495083
3.3915208329544204 0.0487517
3.440987751476157 0.0346323
3.490455735894072 0.0231174
3.539923776965465 0.0211663
3.5893921410106087 0.0208162
3.6388594973752038 0.00780758
3.688328147713719 0.0499947
3.7377959405311976 0.0494949
3.7872634741087965 0.0499927
3.836731629478519 0.0499996
3.8861995939089495 0.0494168
3.9356674516452066 0.0358239
3.985135349823362 0.00798716
4.034604395322679 0.0102651
4.084071989200302 0.00280409
4.133538908370218 0.0333678
