"v (km/s)" BF[g(v)]
-1020.23 0.00677231
-993.072 0.000730227
-965.909 9.20129e-05
-938.743 2.80997e-05
-911.574 3.0894e-05
-884.403 8.61653e-05
-857.23 0.00027956
-830.054 0.000662453
-802.875 0.000910722
-775.694 0.000634253
-748.511 0.000191415
-721.325 1.31298e-05
-694.137 3.3729e-06
-666.946 1.56441e-06
-639.753 2.36472e-06
-612.557 5.96777e-05
-585.359 0.000338102
-558.158 0.00111015
-530.955 0.00256968
-503.75 0.0046311
-476.542 0.00692456
-449.331 0.0089128
-422.118 0.0101414
-394.903 0.0106501
-367.685 0.0111619
-340.464 0.0127204
-313.241 0.0160595
-286.016 0.0210783
-258.788 0.0270823
-231.558 0.0338798
-204.325 0.0417579
-177.09 0.0498528
-149.852 0.055638
-122.612 0.0570411
-95.369 0.0548102
-68.1238 0.0520854
-40.8761 0.0517024
-13.626 0.0539737
13.6266 0.056703
40.8817 0.0572414
68.1393 0.0543074
95.3993 0.048348
122.662 0.0407759
149.927 0.0332347
177.194 0.0270085
204.464 0.0221713
231.737 0.0180236
259.012 0.0142444
286.289 0.0108681
313.569 0.00781577
340.851 0.00502247
368.136 0.00274854
395.424 0.00130054
422.713 0.000593883
450.006 0.000311899
477.3 0.000219191
504.598 0.000212859
531.897 0.000262171
559.2 0.000361417
586.504 0.000497209
613.811 0.000620763
641.121 0.000656296
668.433 0.000568152
695.748 0.000400931
723.065 0.000170409
750.385 7.63519e-05
777.707 3.55459e-05
805.031 1.04203e-05
832.358 2.10241e-07
859.688 5.35242e-07
887.02 4.40226e-07
914.354 4.40696e-07
941.691 4.79067e-07
969.031 1.14551e-06
996.373 6.74687e-05
1023.72 0.000473421
