log[Age(Myr)] 3414_SFR
2.6989700043360187 5.30452e-11
2.7484376745664973 3.85925e-11
2.7979056993527007 2.29675e-11
2.8473739733267314 1.266e-11
2.8968413524209744 1.1258e-11
2.9463092780221425 8.9918e-12
2.9957773040840703 8.41211e-11
3.045244720478147 5.70625e-12
3.0947121423588384 1.30823e-11
3.1441817643668375 7.78107e-12
3.1936476637667615 2.82521e-12
3.243117455274604 9.85565e-12
3.292583884255552 3.53662e-12
3.3420533735347466 6.18053e-11
3.3915208329544204 1.99633e-10
3.440987751476157 3.1017e-10
3.490455735894072 4.65587e-10
3.539923776965465 4.32184e-10
3.5893921410106087 3.84878e-10
3.6388594973752038 2.27574e-10
3.688328147713719 4.04628e-10
3.7377959405311976 6.7192e-10
3.7872634741087965 8.54769e-10
3.836731629478519 1.09176e-09
3.8861995939089495 1.37323e-09
3.9356674516452066 2.07941e-09
3.985135349823362 5.27916e-09
4.034604395322679 3.60307e-09
4.084071989200302 6.01445e-09
4.133538908370218 1.33153e-08
