log[Age(Myr)] 3329_SAD
2.6989700043360187 1.67019e-06
2.7484376745664973 5.38442e-07
2.7979056993527007 1.10333e-08
2.8473739733267314 5.67793e-07
2.8968413524209744 4.01441e-05
2.9463092780221425 0.000140671
2.9957773040840703 0.000115752
3.045244720478147 0.000195809
3.0947121423588384 0.000163198
3.1441817643668375 0.000126065
3.1936476637667615 0.000119783
3.243117455274604 6.00803e-05
3.292583884255552 1.21957e-05
3.3420533735347466 0.000117527
3.3915208329544204 0.000948208
3.440987751476157 0.00126817
3.490455735894072 0.00176629
3.539923776965465 0.00591606
3.5893921410106087 0.00475107
3.6388594973752038 0.00611237
3.688328147713719 0.0114658
3.7377959405311976 0.0245504
3.7872634741087965 0.036145
3.836731629478519 0.0412336
3.8861995939089495 0.0507501
3.9356674516452066 0.0691329
3.985135349823362 0.0989752
4.034604395322679 0.156297
4.084071989200302 0.216276
4.133538908370218 0.273261
