log[Age(Myr)] 3269_SAD
2.6989700043360187 0.000146847
2.7484376745664973 0.000215461
2.7979056993527007 0.000297525
2.8473739733267314 0.00043836
2.8968413524209744 0.000655803
2.9463092780221425 0.000340844
2.9957773040840703 0.000106421
3.045244720478147 2.54077e-06
3.0947121423588384 0.000850258
3.1441817643668375 0.000238347
3.1936476637667615 0.000321771
3.243117455274604 0.00163076
3.292583884255552 0.00554191
3.3420533735347466 0.0107009
3.3915208329544204 0.0194517
3.440987751476157 0.0240233
3.490455735894072 0.0273465
3.539923776965465 0.0277064
3.5893921410106087 0.0224512
3.6388594973752038 0.0207901
3.688328147713719 0.0264821
3.7377959405311976 0.0302924
3.7872634741087965 0.0884577
3.836731629478519 0.0363246
3.8861995939089495 0.0419199
3.9356674516452066 0.0582511
3.985135349823362 0.137487
4.034604395322679 0.120754
4.084071989200302 0.133758
4.133538908370218 0.16303
