"v (km/s)" BF[g(v)]
-1020.23 0.000975341
-993.072 0.000652909
-965.909 0.000381563
-938.743 0.000227347
-911.574 0.000178214
-884.403 0.000191862
-857.23 0.000227144
-830.054 0.000235737
-802.875 0.000193664
-775.694 0.000120606
-748.511 5.22818e-05
-721.325 1.16804e-05
-694.137 2.30928e-08
-666.946 5.3518e-06
-639.753 1.51001e-05
-612.557 2.09966e-05
-585.359 2.23371e-05
-558.158 2.2165e-05
-530.955 2.28925e-05
-503.75 2.48428e-05
-476.542 2.53558e-05
-449.331 1.87268e-05
-422.118 4.20987e-06
-394.903 5.83271e-06
-367.685 8.5717e-05
-340.464 0.00034519
-313.241 0.000973744
-286.016 0.0023939
-258.788 0.0053735
-231.558 0.0125484
-204.325 0.0284309
-177.09 0.0490402
-149.852 0.0676458
-122.612 0.0803854
-95.369 0.0878309
-68.1238 0.0930544
-40.8761 0.0984106
-13.626 0.103523
13.6266 0.104599
40.8817 0.0969129
68.1393 0.0778787
95.3993 0.0504554
122.662 0.0231494
149.927 0.0058021
177.194 0.00145548
204.464 0.000575737
231.737 0.000247606
259.012 0.000113684
286.289 5.12262e-05
313.569 1.83027e-05
340.851 2.79255e-06
368.136 3.38482e-07
395.424 5.10381e-06
422.713 1.08198e-05
450.006 1.43117e-05
477.3 1.50705e-05
504.598 1.31226e-05
531.897 8.33713e-06
559.2 2.0441e-06
586.504 1.10112e-06
613.811 2.23137e-05
641.121 8.67558e-05
668.433 0.000191937
695.748 0.000261862
723.065 9.41772e-05
750.385 1.96857e-05
777.707 5.59794e-06
805.031 1.12315e-05
832.358 4.73151e-05
859.688 0.000131237
887.02 0.000224721
914.354 0.000265011
941.691 0.000272004
969.031 0.000346421
996.373 0.000753592
1023.72 0.00225902
