"v (km/s)" BF[g(v)]
-1020.23 0.00257159
-993.072 0.00161308
-965.909 0.00100044
-938.743 0.000685007
-911.574 0.000554764
-884.403 0.000515304
-857.23 0.000485377
-830.054 0.000417972
-802.875 0.000325572
-775.694 0.000243343
-748.511 0.000181899
-721.325 0.000130972
-694.137 8.10085e-05
-666.946 3.41803e-05
-639.753 5.6401e-06
-612.557 5.86405e-07
-585.359 9.80668e-06
-558.158 2.15318e-05
-530.955 2.93906e-05
-503.75 3.13385e-05
-476.542 2.65735e-05
-449.331 1.51786e-05
-422.118 2.0047e-06
-394.903 8.95629e-06
-367.685 0.000110833
-340.464 0.000527187
-313.241 0.00176471
-286.016 0.00456021
-258.788 0.00931835
-231.558 0.0162806
-204.325 0.0268039
-177.09 0.0407886
-149.852 0.0553974
-122.612 0.0685619
-95.369 0.0803023
-68.1238 0.0912289
-40.8761 0.100529
-13.626 0.105404
13.6266 0.10235
40.8817 0.0893738
68.1393 0.067863
95.3993 0.0429546
122.662 0.0217969
149.927 0.00963635
177.194 0.00514493
204.464 0.00358644
231.737 0.00302577
259.012 0.00297152
286.289 0.00321906
313.569 0.00359299
340.851 0.00386766
368.136 0.00381618
395.424 0.00335602
422.713 0.00263773
450.006 0.00193756
477.3 0.00145196
504.598 0.00122799
531.897 0.00123988
559.2 0.00145518
586.504 0.00181104
613.811 0.00213409
641.121 0.00215505
668.433 0.00173057
695.748 0.00113057
723.065 0.00157701
750.385 0.00144628
777.707 0.000703667
805.031 0.000156159
832.358 7.76605e-06
859.688 3.58563e-06
887.02 1.31371e-05
914.354 1.56754e-05
941.691 1.5362e-05
969.031 1.61693e-05
996.373 1.19101e-05
1023.72 1.31107e-07
