log[Age(Myr)] 3291_SFR
2.6989700043360187 1.80082e-11
2.7484376745664973 2.62159e-11
2.7979056993527007 3.44129e-11
2.8473739733267314 4.72144e-11
2.8968413524209744 1.46597e-10
2.9463092780221425 3.04042e-10
2.9957773040840703 4.31455e-10
3.045244720478147 4.41121e-10
3.0947121423588384 5.88753e-10
3.1441817643668375 6.57179e-10
3.1936476637667615 7.01759e-10
3.243117455274604 8.25611e-10
3.292583884255552 9.17259e-10
3.3420533735347466 1.02107e-09
3.3915208329544204 1.3541e-09
3.440987751476157 1.50165e-09
3.490455735894072 1.81092e-09
3.539923776965465 1.61087e-09
3.5893921410106087 1.66841e-09
3.6388594973752038 1.5934e-09
3.688328147713719 1.3894e-09
3.7377959405311976 1.97702e-09
3.7872634741087965 2.07569e-09
3.836731629478519 2.12134e-09
3.8861995939089495 2.1873e-09
3.9356674516452066 2.50884e-09
3.985135349823362 2.43549e-09
4.034604395322679 1.68054e-09
4.084071989200302 2.93564e-09
4.133538908370218 2.05484e-09
