log[Age(Myr)] 3329_SFR
2.6989700043360187 4.848e-14
2.7484376745664973 1.61598e-14
2.7979056993527007 3.41277e-16
2.8473739733267314 1.82998e-14
2.8968413524209744 1.57087e-12
2.9463092780221425 6.01466e-12
2.9957773040840703 4.07886e-12
3.045244720478147 7.21966e-12
3.0947121423588384 6.49075e-12
3.1441817643668375 4.75857e-12
3.1936476637667615 5.10358e-12
3.243117455274604 2.78915e-12
3.292583884255552 5.10648e-13
3.3420533735347466 5.59177e-12
3.3915208329544204 4.63828e-11
3.440987751476157 6.2799e-11
3.490455735894072 8.48929e-11
3.539923776965465 2.94248e-10
3.5893921410106087 2.41883e-10
3.6388594973752038 2.96886e-10
3.688328147713719 6.14219e-10
3.7377959405311976 1.30126e-09
3.7872634741087965 1.9009e-09
3.836731629478519 2.15077e-09
3.8861995939089495 2.68552e-09
3.9356674516452066 3.64299e-09
3.985135349823362 2.50601e-09
4.034604395322679 4.5736e-09
4.084071989200302 7.74228e-09
4.133538908370218 1.15174e-08
