log[Age(Myr)] 3329_MASS
2.6989700043360187 2.76237e-06
2.7484376745664973 1.03187e-06
2.7979056993527007 2.44209e-08
2.8473739733267314 1.46747e-06
2.8968413524209744 0.000141167
2.9463092780221425 0.000605716
2.9957773040840703 0.000460325
3.045244720478147 0.000913085
3.0947121423588384 0.000919934
3.1441817643668375 0.0007558
3.1936476637667615 0.000908392
3.243117455274604 0.000556337
3.292583884255552 0.000114145
3.3420533735347466 0.00140072
3.3915208329544204 0.0130205
3.440987751476157 0.0197556
3.490455735894072 0.0299279
3.539923776965465 0.116248
3.5893921410106087 0.107089
3.6388594973752038 0.147299
3.688328147713719 0.341507
3.7377959405311976 0.810788
3.7872634741087965 1.32731
3.836731629478519 1.68296
3.8861995939089495 2.35493
3.9356674516452066 3.57993
3.985135349823362 2.75973
4.034604395322679 5.64431
4.084071989200302 10.7075
4.133538908370218 17.8502
