Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.37,0.659276,0.326644,0.0,0.831552
4050.74,0.66431,0.3924,0.0,0.832397
4051.1,0.66447,0.451248,0.0,0.833242
4051.47,0.65943,0.502051,0.0,0.834087
4051.84,0.652582,0.544298,0.0,0.834932
4052.21,0.647552,0.577143,0.0,0.835776
4052.58,0.645463,0.599773,0.0,0.83662
4052.95,0.645343,0.612785,0.0,0.837463
4053.31,0.646043,0.618672,0.0,0.838306
4053.68,0.645713,0.619963,0.0,0.839148
4054.05,0.642232,0.618229,0.0,0.839989
4054.42,0.63466,0.61483,0.0,0.840829
4054.79,0.62517,0.610817,0.0,0.841669
4055.16,0.616395,0.606752,0.0,0.842507
4055.53,0.609339,0.602894,0.0,0.843344
4055.89,0.603037,0.599423,0.0,0.84418
4056.26,0.596546,0.596531,0.0,0.845015
4056.63,0.590329,0.594441,0.0,0.845848
4057.0,0.585643,0.593375,0.0,0.84668
4057.37,0.583557,0.593518,0.0,0.847511
4057.74,0.584354,0.594969,0.0,0.84834
4058.11,0.588118,0.597691,0.0,0.849167
4058.48,0.594237,0.601469,0.0,0.849992
4058.85,0.600909,0.605887,0.0,0.850815
4059.21,0.606283,0.610347,0.0,0.851637
4059.58,0.609686,0.614129,0.792003,0.852456
4059.95,0.611403,0.616502,0.787954,0.853273
4060.32,0.611802,0.616874,0.787502,0.854088
4060.69,0.611593,0.61492,0.787577,0.854901
4061.06,0.611609,0.610644,0.788278,0.855711
4061.43,0.611582,0.604357,0.792221,0.856518
4061.8,0.608506,0.596609,0.796194,0.857324
4062.17,0.599096,0.588115,0.801197,0.858126
4062.54,0.584043,0.579701,0.807463,0.858926
4062.91,0.568519,0.572221,0.813804,0.859723
4063.28,0.55753,0.566473,0.818412,0.860517
4063.65,0.552465,0.563131,0.822443,0.861308
4064.01,0.552835,0.562663,0.826198,0.862096
4064.38,0.557766,0.562716,0.822495,0.86288
4064.75,0.565071,0.564839,0.818817,0.863662
4065.12,0.572294,0.568755,0.814346,0.86444
4065.49,0.578144,0.57414,0.808287,0.865214
4065.86,0.583148,0.580665,0.802294,0.865986
4066.23,0.58796,0.588004,0.797043,0.866753
4066.6,0.592853,0.59583,0.792242,0.867517
4066.97,0.597828,0.603785,0.787483,0.868277
4067.34,0.602755,0.611465,0.784453,0.869033
4067.71,0.606869,0.618415,0.781582,0.869785
4068.08,0.609216,0.62415,0.778918,0.870534
4068.45,0.610124,0.628229,0.776953,0.871278
4068.82,0.612654,0.630339,0.774995,0.872018
4069.19,0.620016,0.630372,0.771762,0.872753
4069.56,0.631003,0.628476,0.767345,0.873484
4069.93,0.640144,0.625049,0.762965,0.874211
4070.3,0.642481,0.620686,0.759886,0.874933
4070.67,0.637997,0.6161,0.75712,0.875651
4071.04,0.62883,0.612013,0.755686,0.876364
4071.41,0.617454,0.609047,0.765259,0.877072
4071.78,0.6073,0.607621,0.775016,0.877775
4072.15,0.601901,0.607861,0.780445,0.878473
4072.52,0.602138,0.609557,0.779323,0.879166
4072.89,0.605499,0.612185,0.778203,0.879854
4073.26,0.609406,0.615011,0.775087,0.880536
4073.63,0.61286,0.617233,0.77116,0.881214
4074.0,0.615789,0.61815,0.76727,0.881886
4074.37,0.618179,0.617291,0.765145,0.882552
4074.74,0.620212,0.614486,0.763028,0.883213
4075.11,0.622113,0.609886,0.761435,0.883868
4075.48,0.623496,0.60393,0.761019,0.884518
4075.85,0.622952,0.597283,0.760603,0.885161
4076.22,0.619065,0.590756,0.764167,0.885799
4076.59,0.611757,0.58523,0.770387,0.886431
4076.97,0.601966,0.581544,0.776684,0.887056
4077.34,0.591175,0.580382,0.782014,0.887676
4077.71,0.58363,0.582179,0.78729,0.888289
4078.08,0.584473,0.587069,0.79093,0.888895
4078.45,0.595275,0.594882,0.788196,0.889496
4078.82,0.609836,0.605176,0.785477,0.89009
4079.19,0.621169,0.617284,0.783369,0.890677
4079.56,0.627581,0.630375,0.781838,0.891257
4079.93,0.632507,0.643526,0.780311,0.891831
4080.3,0.639207,0.655828,0.773663,0.892398
4080.67,0.648182,0.666491,0.765958,0.892958
4081.04,0.658747,0.674939,0.758817,0.89351
4081.42,0.670025,0.680856,0.755067,0.894056
4081.79,0.680611,0.684199,0.751344,0.894595
4082.16,0.689001,0.685174,0.750331,0.895126
4082.53,0.693391,0.6842,0.75298,0.895649
4082.9,0.691614,0.681864,0.755644,0.896166
4083.27,0.682298,0.678864,0.757141,0.896675
4083.64,0.671722,0.675933,0.758203,0.897176
4084.01,0.670329,0.67375,0.759044,0.897669
4084.38,0.684089,0.672869,0.753834,0.898155
4084.76,0.702706,0.673659,0.748677,0.898632
4085.13,0.712395,0.676294,0.745789,0.899102
4085.5,0.709036,0.680747,0.747178,0.899564
4085.87,0.703142,0.686816,0.74857,0.900017
4086.24,0.705546,0.694145,0.746271,0.900462
4086.61,0.715874,0.702256,0.742011,0.900899
4086.98,0.726189,0.710603,0.737787,0.901328
4087.36,0.730045,0.718617,0.735519,0.901748
4087.73,0.728423,0.725764,0.733346,0.902159
4088.1,0.724412,0.73159,0.732345,0.902562
4088.47,0.720549,0.73577,0.734552,0.902956
4088.84,0.718347,0.738125,0.736769,0.903341
4089.21,0.719038,0.738648,0.740865,0.903717
4089.59,0.721019,0.737511,0.746389,0.904084
4089.96,0.720363,0.735029,0.751975,0.904442
4090.33,0.714013,0.73159,0.758095,0.904791
4090.7,0.70422,0.727574,0.764353,0.90513
4091.07,0.695087,0.723292,0.769963,0.905461
4091.45,0.688999,0.718947,0.772654,0.905781
4091.82,0.68445,0.714638,0.775359,0.906093
4092.19,0.679489,0.710365,0.777465,0.906394
4092.56,0.674068,0.706049,0.778984,0.906686
4092.93,0.670006,0.701541,0.780508,0.906968
4093.31,0.668929,0.696651,0.78286,0.907241
4093.68,0.6706,0.691182,0.785404,0.907503
4094.05,0.673993,0.684993,0.788065,0.907755
4094.42,0.677336,0.678062,0.791426,0.907998
4094.79,0.676862,0.670513,0.794808,0.908231
4095.17,0.668615,0.662587,0.799886,0.908454
4095.54,0.653129,0.654573,0.807117,0.908668
4095.91,0.636104,0.646717,0.814447,0.908873
4096.28,0.623077,0.639157,0.821726,0.909068
4096.66,0.615775,0.6319,0.829055,0.909254
4097.03,0.61402,0.624829,0.83603,0.909431
4097.4,0.616728,0.617726,0.837467,0.909599
4097.77,0.619966,0.610324,0.838908,0.909759
4098.15,0.619299,0.602365,0.84106,0.909909
4098.52,0.613008,0.593676,0.844332,0.910051
4098.89,0.602995,0.584236,0.847624,0.910184
4099.26,0.591397,0.57421,0.853719,0.910308
4099.64,0.580173,0.563955,0.861056,0.910424
4100.01,0.57118,0.553985,0.868445,0.910532
4100.38,0.565696,0.544927,0.874038,0.910632
4100.75,0.562832,0.537451,0.879686,0.910723
4101.13,0.561195,0.532201,0.884298,0.910807
4101.5,0.55957,0.5297,0.886817,0.910883
4101.87,0.557011,0.530286,0.889348,0.910951
4102.25,0.552859,0.53406,0.893027,0.911011
4102.62,0.549585,0.540888,0.897325,0.911063
4102.99,0.551733,0.550416,0.901654,0.911108
4103.36,0.562174,0.562118,0.890468,0.911146
4103.74,0.576438,0.575345,0.879127,0.911176
4104.11,0.588128,0.589393,0.870652,0.911199
4104.48,0.594725,0.603583,0.868564,0.911215
4104.86,0.600354,0.617312,0.866483,0.911224
4105.23,0.609514,0.630089,0.858996,0.911226
4105.6,0.622674,0.641535,0.848297,0.911222
4105.98,0.637334,0.651378,0.837795,0.91121
4106.35,0.651099,0.659446,0.830226,0.911192
4106.72,0.662441,0.665669,0.822943,0.911167
4107.1,0.670099,0.670083,0.817542,0.911136
4107.47,0.673472,0.672824,0.817327,0.911099
4107.84,0.673213,0.674117,0.817112,0.911055
4108.22,0.670196,0.674249,0.817139,0.911005
4108.59,0.666565,0.673544,0.817342,0.910949
4108.96,0.6655,0.672344,0.817544,0.910888
4109.34,0.669378,0.670986,0.812161,0.91082
4109.71,0.676101,0.669779,0.806232,0.910747
4110.08,0.682082,0.668981,0.800872,0.910668
4110.46,0.68559,0.668785,0.797287,0.910583
4110.83,0.688757,0.66933,0.793726,0.910493
4111.21,0.694008,0.670696,0.793362,0.910398
4111.58,0.700228,0.672914,0.79562,0.910297
4111.95,0.703178,0.675956,0.797888,0.910191
4112.33,0.699643,0.679741,0.798003,0.910081
4112.7,0.693044,0.684139,0.797806,0.909965
4113.07,0.689209,0.688973,0.796963,0.909844
4113.45,0.691332,0.694024,0.793527,0.909719
4113.82,0.69669,0.699032,0.790112,0.909589
4114.2,0.701851,0.703701,0.786643,0.909454
4114.57,0.705344,0.70773,0.783129,0.909315
4114.94,0.707537,0.710839,0.779639,0.909172
4115.32,0.708873,0.712802,0.779118,0.909024
4115.69,0.709796,0.713469,0.779116,0.908872
4116.07,0.710752,0.712786,0.779366,0.908716
4116.44,0.711791,0.710807,0.780782,0.908556
4116.81,0.712017,0.707706,0.782201,0.908392
4117.19,0.710438,0.703764,0.78327,0.908225
4117.56,0.707006,0.699335,0.783994,0.908053
4117.94,0.702602,0.694804,0.784719,0.907879
4118.31,0.698039,0.690532,0.789199,0.9077
4118.69,0.693422,0.686818,0.794478,0.907519
4119.06,0.688564,0.683866,0.79978,0.907334
4119.44,0.68344,0.681773,0.804985,0.907145
4119.81,0.678415,0.68053,0.810242,0.906954
4120.18,0.673923,0.680042,0.814185,0.90676
4120.56,0.670562,0.680173,0.816742,0.906563
4120.93,0.669098,0.680791,0.819311,0.906363
4121.31,0.670064,0.681795,0.818968,0.90616
4121.68,0.672335,0.683125,0.817997,0.905955
4122.06,0.674087,0.684753,0.817021,0.905747
4122.43,0.674279,0.686665,0.816007,0.905537
4122.81,0.673855,0.688836,0.814996,0.905325
4123.18,0.674061,0.691203,0.813992,0.90511
4123.56,0.675896,0.69364,0.812997,0.904893
4123.93,0.680097,0.695954,0.812004,0.904675
4124.31,0.68705,0.697913,0.810257,0.904454
4124.68,0.694779,0.699286,0.808347,0.904231
4125.06,0.7003,0.69989,0.80682,0.904007
4125.43,0.701806,0.699627,0.80743,0.903781
4125.81,0.700527,0.69849,0.80804,0.903554
4126.18,0.698157,0.69656,0.809162,0.903325
4126.56,0.695963,0.693993,0.810834,0.903095
4126.93,0.694766,0.690985,0.812512,0.902864
4127.31,0.69511,0.687735,0.811779,0.902632
4127.68,0.69576,0.684388,0.810512,0.902398
4128.06,0.694723,0.681007,0.809687,0.902164
4128.43,0.690898,0.677557,0.8113,0.901929
4128.81,0.685471,0.673931,0.812918,0.901693
4129.18,0.679939,0.669984,0.818683,0.901456
4129.56,0.67464,0.665578,0.828931,0.901219
4129.93,0.668715,0.660622,0.839374,0.900982
4130.31,0.661515,0.655121,0.845568,0.900744
4130.69,0.654207,0.649214,0.850878,0.900506
4131.06,0.648716,0.643183,0.855991,0.900267
4131.44,0.646024,0.637441,0.859858,0.900029
4131.81,0.644746,0.632476,0.863752,0.899791
4132.19,0.64321,0.628776,0.866235,0.899553
4132.56,0.641361,0.626765,0.867281,0.899315
4132.94,0.640774,0.626742,0.868328,0.899078
4133.31,0.642859,0.628851,0.867053,0.898841
4133.69,0.647452,0.633061,0.865328,0.898604
4134.07,0.653758,0.639175,0.862937,0.898368
4134.44,0.660885,0.646854,0.857421,0.898133
4134.82,0.667724,0.655663,0.851956,0.897899
4135.19,0.673166,0.66512,0.846194,0.897666
4135.57,0.676804,0.674745,0.840163,0.897434
4135.95,0.678906,0.684105,0.834196,0.897202
4136.32,0.679825,0.692858,0.8343,0.896973
4136.7,0.680272,0.700771,0.835433,0.896744
4137.07,0.681091,0.707708,0.835382,0.896517
4137.45,0.683057,0.713589,0.830475,0.896291
4137.83,0.686778,0.718336,0.825611,0.896067
4138.2,0.692767,0.721826,0.821673,0.895844
4138.58,0.700125,0.723867,0.818523,0.895623
4138.95,0.706668,0.72421,0.81539,0.895404
4139.33,0.710319,0.722581,0.815659,0.895185
4139.71,0.709905,0.718741,0.816398,0.894969
4140.08,0.704588,0.712545,0.818178,0.894754
4140.46,0.694906,0.70402,0.823662,0.894541
4140.84,0.684298,0.693417,0.829202,0.894329
4141.21,0.676384,0.681221,0.8345,0.894119
4141.59,0.671548,0.668131,0.839618,0.893911
4141.97,0.667432,0.654996,0.844783,0.893704
4142.34,0.661824,0.642738,0.851338,0.893499
4142.72,0.653735,0.632254,0.858108,0.893296
4143.1,0.642596,0.624317,0.864775,0.893095
4143.47,0.62995,0.619472,0.870967,0.892895
4143.85,0.621412,0.617954,0.877226,0.892697
4144.23,0.622591,0.619653,0.879239,0.892501
4144.6,0.631985,0.624138,0.878362,0.892307
4144.98,0.642581,0.630737,0.877486,0.892114
4145.36,0.648428,0.638643,0.874706,0.891924
4145.73,0.649323,0.64702,0.871825,0.891735
4146.11,0.646774,0.655099,0.869224,0.891549
4146.49,0.643221,0.662247,0.867281,0.891364
4146.86,0.642726,0.668022,0.865344,0.891181
4147.24,0.649119,0.6722,0.860272,0.891
4147.62,0.661098,0.674777,0.853474,0.890822
4147.99,0.673775,0.675926,0.846756,0.890645
4148.37,0.68297,0.675936,0.841968,0.89047
4148.75,0.687802,0.675144,0.83725,0.890297
4149.13,0.688263,0.673872,0.834307,0.890127
4149.5,0.68496,0.672387,0.834855,0.889958
4149.88,0.67946,0.670872,0.835404,0.889792
4150.26,0.673312,0.669417,0.837808,0.889627
4150.63,0.666985,0.668027,0.841093,0.889465
4151.01,0.660281,0.666642,0.84444,0.889305
4151.39,0.653443,0.665168,0.849133,0.889147
4151.77,0.648373,0.663516,0.853866,0.888992
4152.14,0.647304,0.661626,0.855993,0.888838
4152.52,0.650535,0.659487,0.853854,0.888687
4152.9,0.655722,0.657148,0.851722,0.888539
4153.28,0.66044,0.654723,0.849431,0.888392
4153.65,0.663277,0.652384,0.847089,0.888248
4154.03,0.663371,0.650344,0.845254,0.888106
4154.41,0.660813,0.648831,0.848874,0.887966
4154.79,0.658651,0.648056,0.852517,0.887829
4155.16,0.660392,0.648183,0.852615,0.887694
4155.54,0.665846,0.649321,0.848131,0.887562
4155.92,0.670452,0.651516,0.843682,0.887432
4156.3,0.67014,0.654753,0.843212,0.887305
4156.68,0.666581,0.658964,0.8438,0.88718
4157.05,0.664093,0.664023,0.84406,0.887057
4157.43,0.665707,0.669749,0.84234,0.886937
4157.81,0.671026,0.675907,0.840625,0.886819
4158.19,0.679065,0.682243,0.837041,0.886704
4158.57,0.688141,0.68852,0.831597,0.886592
4158.94,0.695862,0.694558,0.826204,0.886482
4159.32,0.700395,0.700246,0.823409,0.886375
4159.7,0.703609,0.705539,0.82107,0.886271
4160.08,0.7088,0.710427,0.81838,0.886169
4160.46,0.717323,0.71492,0.814322,0.886069
4160.83,0.726258,0.719021,0.810294,0.885973
4161.21,0.732211,0.722713,0.80982,0.885879
4161.59,0.733408,0.725948,0.812102,0.885788
4161.97,0.72945,0.728639,0.814394,0.8857
4162.35,0.720878,0.730667,0.818788,0.885614
4162.73,0.712812,0.731887,0.823406,0.885531
4163.1,0.711775,0.732147,0.825589,0.885451
4163.48,0.719337,0.731307,0.82133,0.885374
4163.86,0.728098,0.729275,0.817104,0.8853
