log[Age(Myr)] 3291_MASS
2.6989700043360187 0.00102616
2.7484376745664973 0.00167409
2.7979056993527007 0.00246265
2.8473739733267314 0.00378637
2.8968413524209744 0.0131747
2.9463092780221425 0.0306209
2.9957773040840703 0.0486953
3.045244720478147 0.0557928
3.0947121423588384 0.0834489
3.1441817643668375 0.104385
3.1936476637667615 0.124914
3.243117455274604 0.16469
3.292583884255552 0.205046
3.3420533735347466 0.25579
3.3915208329544204 0.380142
3.440987751476157 0.472425
3.490455735894072 0.638456
3.539923776965465 0.636442
3.5893921410106087 0.738703
3.6388594973752038 0.790603
3.688328147713719 0.772556
3.7377959405311976 1.23192
3.7872634741087965 1.44944
3.836731629478519 1.66003
3.8861995939089495 1.91815
3.9356674516452066 2.46555
3.985135349823362 2.68223
4.034604395322679 2.07408
4.084071989200302 4.06021
4.133538908370218 3.18488
