log[Age(Myr)] 3352_AMR
2.6989700043360187 0.0162791
2.7484376745664973 0.018021
2.7979056993527007 0.0193214
2.8473739733267314 0.0366371
2.8968413524209744 0.0126378
2.9463092780221425 0.0497827
2.9957773040840703 0.0496641
3.045244720478147 0.014565
3.0947121423588384 0.0211277
3.1441817643668375 0.0023264
3.1936476637667615 0.0451453
3.243117455274604 0.0411229
3.292583884255552 0.0485589
3.3420533735347466 0.0385736
3.3915208329544204 0.0499991
3.440987751476157 0.0497674
3.490455735894072 0.019965
3.539923776965465 0.0142084
3.5893921410106087 0.0119289
3.6388594973752038 0.0128547
3.688328147713719 0.0493989
3.7377959405311976 0.0079923
3.7872634741087965 0.00800093
3.836731629478519 0.0499994
3.8861995939089495 0.0319425
3.9356674516452066 0.00799283
3.985135349823362 0.00799992
4.034604395322679 0.0198996
4.084071989200302 0.0200002
4.133538908370218 0.0340896
