log[Age(Myr)] 3352_MASS
2.6989700043360187 0.0153476
2.7484376745664973 0.00706155
2.7979056993527007 0.00243991
2.8473739733267314 0.00024987
2.8968413524209744 6.82729e-05
2.9463092780221425 0.000781758
2.9957773040840703 0.000837729
3.045244720478147 8.55682e-05
3.0947121423588384 7.30136e-05
3.1441817643668375 0.00499243
3.1936476637667615 6.65135e-06
3.243117455274604 1.9019e-06
3.292583884255552 2.86767e-06
3.3420533735347466 0.000933057
3.3915208329544204 0.0145364
3.440987751476157 0.037897
3.490455735894072 0.0387228
3.539923776965465 0.0553512
3.5893921410106087 0.0180789
3.6388594973752038 0.0112054
3.688328147713719 0.0143554
3.7377959405311976 0.477938
3.7872634741087965 0.910991
3.836731629478519 0.12645
3.8861995939089495 0.217838
3.9356674516452066 0.41014
3.985135349823362 3.56786
4.034604395322679 4.7585
4.084071989200302 10.7045
4.133538908370218 27.5157
