log[Age(Myr)] 3254_MASS
2.6989700043360187 0.00122991
2.7484376745664973 0.000418095
2.7979056993527007 0.000214461
2.8473739733267314 6.97392e-05
2.8968413524209744 0.00144913
2.9463092780221425 0.0111425
2.9957773040840703 0.0218804
3.045244720478147 0.0179593
3.0947121423588384 0.0191596
3.1441817643668375 0.00772953
3.1936476637667615 0.00826687
3.243117455274604 0.0113241
3.292583884255552 0.0257612
3.3420533735347466 0.0704401
3.3915208329544204 0.205801
3.440987751476157 0.324344
3.490455735894072 0.767858
3.539923776965465 0.683528
3.5893921410106087 0.30588
3.6388594973752038 0.351785
3.688328147713719 0.796206
3.7377959405311976 0.239996
3.7872634741087965 0.345249
3.836731629478519 0.45784
3.8861995939089495 0.521269
3.9356674516452066 0.957984
3.985135349823362 2.72175
4.034604395322679 4.41077
4.084071989200302 8.07471
4.133538908370218 20.0537
