log[Age(Myr)] 3639_MASS
2.6989700043360187 0.061735
2.7484376745664973 0.0301161
2.7979056993527007 0.0125733
2.8473739733267314 0.00971309
2.8968413524209744 0.00677534
2.9463092780221425 0.00158107
2.9957773040840703 0.000456343
3.045244720478147 0.00489174
3.0947121423588384 0.00512918
3.1441817643668375 0.0175883
3.1936476637667615 0.00237847
3.243117455274604 0.00350011
3.292583884255552 0.00752649
3.3420533735347466 0.0140683
3.3915208329544204 0.0365331
3.440987751476157 0.0629535
3.490455735894072 0.162711
3.539923776965465 0.160129
3.5893921410106087 0.221264
3.6388594973752038 0.402469
3.688328147713719 0.698261
3.7377959405311976 0.926337
3.7872634741087965 0.348797
3.836731629478519 2.0554
3.8861995939089495 2.64511
3.9356674516452066 3.58968
3.985135349823362 2.97881
4.034604395322679 5.65195
4.084071989200302 8.43811
4.133538908370218 14.6378
