log[Age(Myr)] 3414_MASS
2.6989700043360187 0.00302264
2.7484376745664973 0.0024644
2.7979056993527007 0.00164358
2.8473739733267314 0.00101526
2.8968413524209744 0.00101175
2.9463092780221425 0.00090558
2.9957773040840703 0.00949408
3.045244720478147 0.000721717
3.0947121423588384 0.00185424
3.1441817643668375 0.00123592
3.1936476637667615 0.000502887
3.243117455274604 0.00196595
3.292583884255552 0.000790576
3.3420533735347466 0.0154828
3.3915208329544204 0.0560434
3.440987751476157 0.0975796
3.490455735894072 0.164145
3.539923776965465 0.170751
3.5893921410106087 0.170407
3.6388594973752038 0.112916
3.688328147713719 0.224985
3.7377959405311976 0.418681
3.7872634741087965 0.596875
3.836731629478519 0.854336
3.8861995939089495 1.20424
3.9356674516452066 2.04352
3.985135349823362 5.81394
4.034604395322679 4.44678
4.084071989200302 8.31836
4.133538908370218 20.6376
