log[Age(Myr)] 3534_AMR
2.6989700043360187 0.0111989
2.7484376745664973 0.0134177
2.7979056993527007 0.014786
2.8473739733267314 0.0208397
2.8968413524209744 0.0429645
2.9463092780221425 0.0453561
2.9957773040840703 0.0499994
3.045244720478147 0.0471103
3.0947121423588384 0.0494146
3.1441817643668375 0.0499991
3.1936476637667615 0.0498665
3.243117455274604 0.05
3.292583884255552 0.041214
3.3420533735347466 0.0499921
3.3915208329544204 0.0270414
3.440987751476157 0.0202019
3.490455735894072 0.0200082
3.539923776965465 0.00958435
3.5893921410106087 0.00807605
3.6388594973752038 0.0079998
3.688328147713719 0.00800163
3.7377959405311976 0.0499982
3.7872634741087965 0.0499999
3.836731629478519 0.00800032
3.8861995939089495 0.00800023
3.9356674516452066 0.00800058
3.985135349823362 0.00799937
4.034604395322679 0.00190222
4.084071989200302 0.05
4.133538908370218 0.00399896
