Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.37,0.673242,0.30256,0.0,0.890088
4050.74,0.687912,0.355172,0.0,0.890584
4051.1,0.695119,0.410958,0.0,0.891081
4051.47,0.693685,0.465358,0.0,0.891577
4051.84,0.686933,0.512077,0.0,0.892074
4052.21,0.678578,0.547279,0.0,0.89257
4052.58,0.671158,0.571909,0.0,0.893065
4052.95,0.666229,0.590107,0.0,0.89356
4053.31,0.664897,0.605636,0.0,0.894055
4053.68,0.665662,0.619756,0.0,0.89455
4054.05,0.666022,0.631153,0.0,0.895043
4054.42,0.66421,0.63779,0.0,0.895536
4054.79,0.660397,0.639372,0.0,0.896029
4055.16,0.655074,0.637631,0.0,0.89652
4055.53,0.648913,0.634582,0.0,0.897011
4055.89,0.642795,0.631474,0.0,0.897501
4056.26,0.637575,0.628882,0.0,0.89799
4056.63,0.633689,0.627041,0.0,0.898477
4057.0,0.631341,0.626038,0.0,0.898964
4057.37,0.630601,0.625879,0.0,0.89945
4057.74,0.631026,0.626494,0.0,0.899934
4058.11,0.632046,0.62774,0.0,0.900417
4058.48,0.633164,0.62938,0.0,0.900899
4058.85,0.634014,0.631102,0.0,0.901379
4059.21,0.634249,0.632548,0.0,0.901858
4059.58,0.633666,0.633368,6.69205,0.902335
4059.95,0.632178,0.633272,6.70502,0.90281
4060.32,0.629742,0.632047,6.72915,0.903284
4060.69,0.626556,0.629574,6.75506,0.903757
4061.06,0.622909,0.625831,6.7841,0.904227
4061.43,0.618931,0.620907,6.82879,0.904695
4061.8,0.614372,0.615015,6.87394,0.905162
4062.17,0.60895,0.608494,6.92594,0.905626
4062.54,0.603202,0.601788,6.98636,0.906089
4062.91,0.598595,0.595433,7.04758,0.906549
4063.28,0.596411,0.590142,7.09071,0.907007
4063.65,0.595875,0.587181,7.12777,0.907463
4064.01,0.595145,0.588931,7.16517,0.907917
4064.38,0.592857,0.587754,7.204,0.908368
4064.75,0.589382,0.588238,7.24316,0.908817
4065.12,0.585489,0.590302,7.27404,0.909263
4065.49,0.582515,0.593781,7.28783,0.909706
4065.86,0.582677,0.598431,7.30166,0.910147
4066.23,0.588035,0.603953,7.26308,0.910586
4066.6,0.597416,0.610013,7.19408,0.911021
4066.97,0.607337,0.616257,7.12605,0.911454
4067.34,0.614875,0.622328,7.07013,0.911883
4067.71,0.620235,0.627888,7.01579,0.91231
4068.08,0.624608,0.632645,6.96767,0.912734
4068.45,0.628792,0.636379,6.94008,0.913154
4068.82,0.632754,0.638962,6.91265,0.913572
4069.19,0.636356,0.640367,6.88741,0.913986
4069.56,0.63949,0.640667,6.86423,0.914397
4069.93,0.642075,0.640018,6.84115,0.914804
4070.3,0.644002,0.638659,6.83308,0.915208
4070.67,0.64494,0.636887,6.8285,0.915609
4071.04,0.644463,0.635012,6.82665,0.916006
4071.41,0.642453,0.633306,6.84741,0.916399
4071.78,0.639684,0.631957,6.86825,0.916789
4072.15,0.637083,0.631033,6.8882,0.917175
4072.52,0.635175,0.630472,6.90678,0.917557
4072.89,0.63397,0.630103,6.92543,0.917935
4073.26,0.633393,0.629683,6.95321,0.91831
4073.63,0.632857,0.62895,6.98497,0.91868
4074.0,0.63147,0.627673,7.01696,0.919046
4074.37,0.628656,0.625696,7.04888,0.919409
4074.74,0.625084,0.62297,7.08102,0.919766
4075.11,0.621729,0.619581,7.11508,0.92012
4075.48,0.619207,0.615767,7.15331,0.920469
4075.85,0.617538,0.611893,7.19186,0.920814
4076.22,0.616672,0.608406,7.2112,0.921155
4076.59,0.616425,0.605774,7.21788,0.921491
4076.97,0.616505,0.604422,7.22457,0.921822
4077.34,0.616696,0.604668,7.21462,0.922149
4077.71,0.617194,0.606687,7.20297,0.922471
4078.08,0.618329,0.610517,7.19079,0.922788
4078.45,0.620496,0.616059,7.17649,0.9231
4078.82,0.624234,0.6231,7.16223,0.923408
4079.19,0.630066,0.631324,7.11587,0.92371
4079.56,0.637801,0.640319,7.03979,0.924008
4079.93,0.646554,0.6496,6.96492,0.9243
4080.3,0.655477,0.658658,6.8875,0.924587
4080.67,0.664183,0.667023,6.81054,0.924869
4081.04,0.672481,0.674316,6.73926,0.925145
4081.42,0.680047,0.680283,6.70131,0.925417
4081.79,0.686175,0.684808,6.66367,0.925682
4082.16,0.690112,0.687918,6.63242,0.925943
4082.53,0.691882,0.68977,6.60959,0.926198
4082.9,0.692449,0.690644,6.58687,0.926447
4083.27,0.692779,0.690916,6.58114,0.92669
4083.64,0.693268,0.691006,6.58167,0.926928
4084.01,0.694006,0.691319,6.58189,0.92716
4084.38,0.695228,0.692214,6.57393,0.927385
4084.76,0.697697,0.693971,6.56598,0.927606
4085.13,0.702275,0.696765,6.54982,0.92782
4085.5,0.708505,0.700651,6.518,0.928027
4085.87,0.713936,0.705565,6.48642,0.928229
4086.24,0.716236,0.711328,6.47272,0.928425
4086.61,0.716613,0.717665,6.46858,0.928614
4086.98,0.718668,0.724243,6.46445,0.928797
4087.36,0.725017,0.730704,6.42242,0.928974
4087.73,0.733606,0.736702,6.37916,0.929144
4088.1,0.74107,0.741937,6.34312,0.929307
4088.47,0.74552,0.746191,6.32595,0.929464
4088.84,0.747814,0.749325,6.30885,0.929615
4089.21,0.749071,0.751286,6.30084,0.929758
4089.59,0.749805,0.752093,6.29948,0.929895
4089.96,0.75003,0.751823,6.29812,0.930025
4090.33,0.749698,0.750579,6.30866,0.930148
4090.7,0.748494,0.748489,6.32077,0.930264
4091.07,0.746004,0.745696,6.33838,0.930373
4091.45,0.741907,0.742349,6.37853,0.930475
4091.82,0.736091,0.738587,6.41907,0.93057
4092.19,0.728524,0.734503,6.46625,0.930657
4092.56,0.720399,0.730122,6.52008,0.930737
4092.93,0.714104,0.725414,6.57458,0.93081
4093.31,0.711547,0.720326,6.59261,0.930875
4093.68,0.710925,0.714822,6.60258,0.930933
4094.05,0.708869,0.708907,6.61688,0.930984
4094.42,0.703189,0.702628,6.65958,0.931027
4094.79,0.694912,0.696036,6.70269,0.931063
4095.17,0.685587,0.689166,6.75734,0.931091
4095.54,0.676368,0.68203,6.82665,0.931113
4095.91,0.667957,0.674625,6.89705,0.931127
4096.28,0.660896,0.666954,6.96095,0.931135
4096.66,0.654615,0.659047,7.02332,0.931135
4097.03,0.647983,0.650939,7.0865,0.931129
4097.4,0.640245,0.642648,7.15,0.931116
4097.77,0.631876,0.634158,7.21437,0.931097
4098.15,0.623585,0.625444,7.28398,0.931071
4098.52,0.615714,0.616507,7.36154,0.931038
4098.89,0.608121,0.607423,7.44035,0.930999
4099.26,0.600653,0.598364,7.52159,0.930954
4099.64,0.593439,0.589589,7.60465,0.930902
4100.01,0.586763,0.581425,7.68856,0.930845
4100.38,0.580911,0.574244,7.75005,0.930781
4100.75,0.576148,0.568428,7.81229,0.930711
4101.13,0.572732,0.564328,7.86209,0.930635
4101.5,0.570794,0.562215,7.88662,0.930553
4101.87,0.570271,0.562249,7.91127,0.930466
4102.25,0.571102,0.564468,7.90132,0.930373
4102.62,0.573452,0.568808,7.87347,0.930274
4102.99,0.57764,0.575117,7.84577,0.93017
4103.36,0.583865,0.583162,7.77072,0.93006
4103.74,0.591819,0.59262,7.69563,0.929945
4104.11,0.601053,0.603089,7.61673,0.929824
4104.48,0.611074,0.614115,7.52763,0.929698
4104.86,0.621308,0.625234,7.44008,0.929567
4105.23,0.631189,0.636009,7.35204,0.929431
4105.6,0.640345,0.646063,7.26431,0.92929
4105.98,0.648549,0.655111,7.17814,0.929144
4106.35,0.655631,0.662967,7.12534,0.928994
4106.72,0.661682,0.669533,7.07526,0.928838
4107.1,0.66687,0.674782,7.03207,0.928678
4107.47,0.671378,0.678737,7.00747,0.928513
4107.84,0.675407,0.681465,6.983,0.928344
4108.22,0.679141,0.683092,6.95871,0.92817
4108.59,0.682447,0.683812,6.93459,0.927992
4108.96,0.684929,0.683878,6.9106,0.927809
4109.34,0.686249,0.683582,6.89923,0.927622
4109.71,0.686402,0.683212,6.88924,0.927431
4110.08,0.685497,0.683015,6.88872,0.927236
4110.46,0.683755,0.683175,6.92084,0.927037
4110.83,0.681627,0.683823,6.9532,0.926835
4111.21,0.679611,0.685042,6.97283,0.926628
4111.58,0.678436,0.686856,6.98187,0.926417
4111.95,0.679042,0.689233,6.99094,0.926203
4112.33,0.682114,0.692093,6.96171,0.925986
4112.7,0.686799,0.695323,6.92716,0.925764
4113.07,0.691685,0.698784,6.89518,0.92554
4113.45,0.695836,0.702323,6.87273,0.925312
4113.82,0.699383,0.705766,6.85039,0.92508
4114.2,0.702592,0.70892,6.83395,0.924846
4114.57,0.705519,0.711593,6.82281,0.924608
4114.94,0.708019,0.713618,6.8117,0.924367
4115.32,0.710015,0.714876,6.79053,0.924124
4115.69,0.711916,0.715307,6.76771,0.923877
4116.07,0.714313,0.714902,6.74492,0.923628
4116.44,0.717276,0.713701,6.72188,0.923375
4116.81,0.719635,0.711789,6.69895,0.923121
