log[Age(Myr)] 3639_SFR
2.6989700043360187 1.08337e-09
2.7484376745664973 4.71603e-10
2.7979056993527007 1.75694e-10
2.8473739733267314 1.21115e-10
2.8968413524209744 7.53886e-11
2.9463092780221425 1.56985e-11
2.9957773040840703 4.04324e-12
3.045244720478147 3.86753e-11
3.0947121423588384 3.61868e-11
3.1441817643668375 1.10728e-10
3.1936476637667615 1.33618e-11
3.243117455274604 1.75461e-11
3.292583884255552 3.36685e-11
3.3420533735347466 5.61572e-11
3.3915208329544204 1.30131e-10
3.440987751476157 2.001e-10
3.490455735894072 4.61505e-10
3.539923776965465 4.05285e-10
3.5893921410106087 4.99728e-10
3.6388594973752038 8.11126e-10
3.688328147713719 1.25576e-09
3.7377959405311976 1.48658e-09
3.7872634741087965 4.99488e-10
3.836731629478519 2.62652e-09
3.8861995939089495 3.0162e-09
3.9356674516452066 3.65262e-09
3.985135349823362 2.70473e-09
4.034604395322679 4.57943e-09
4.084071989200302 6.10085e-09
4.133538908370218 9.44392e-09
