log[Age(Myr)] 3352_SAD
2.6989700043360187 0.00864371
2.7484376745664973 0.00351544
2.7979056993527007 0.00107033
2.8473739733267314 8.18842e-05
2.8968413524209744 2.59316e-05
2.9463092780221425 0.000181676
2.9957773040840703 0.000171179
3.045244720478147 2.36348e-05
3.0947121423588384 1.54987e-05
3.1441817643668375 0.00148836
3.1936476637667615 8.4275e-07
3.243117455274604 2.15065e-07
3.292583884255552 2.67433e-07
3.3420533735347466 8.21244e-05
3.3915208329544204 0.00105388
3.440987751476157 0.0024358
3.490455735894072 0.00296232
3.539923776965465 0.00414813
3.5893921410106087 0.00122278
3.6388594973752038 0.000675867
3.688328147713719 0.000483973
3.7377959405311976 0.0285541
3.7872634741087965 0.0493657
3.836731629478519 0.0030981
3.8861995939089495 0.00567016
3.9356674516452066 0.0162155
3.985135349823362 0.127962
4.034604395322679 0.114057
4.084071989200302 0.227275
4.133538908370218 0.399498
