Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.37,0.597687,0.295111,0.0,0.9276
4050.74,0.601757,0.323185,0.0,0.927452
4051.1,0.605365,0.350811,0.0,0.927304
4051.47,0.60826,0.377925,0.0,0.927156
4051.84,0.610151,0.404484,0.0,0.927007
4052.21,0.610775,0.430424,0.0,0.926859
4052.58,0.610422,0.455412,0.0,0.926711
4052.95,0.609845,0.478691,0.0,0.926563
4053.31,0.609615,0.499283,0.0,0.926414
4053.68,0.609092,0.51651,0.0,0.926266
4054.05,0.607169,0.530366,0.0,0.926118
4054.42,0.603404,0.541485,0.0,0.925969
4054.79,0.599112,0.550778,0.0,0.925821
4055.16,0.59586,0.558936,0.0,0.925672
4055.53,0.594073,0.56609,0.0,0.925524
4055.89,0.592793,0.571892,0.0,0.925375
4056.26,0.591055,0.575951,0.0,0.925226
4056.63,0.588627,0.57824,0.0,0.925077
4057.0,0.585698,0.579118,0.0,0.924929
4057.37,0.582434,0.579091,0.0,0.92478
4057.74,0.578915,0.57862,0.0,0.92463
4058.11,0.575197,0.57808,0.0,0.924481
4058.48,0.571623,0.577668,0.0,0.924332
4058.85,0.569023,0.577187,0.0,0.924183
4059.21,0.568186,0.576089,0.0,0.924033
4059.58,0.568439,0.574116,25.1596,0.923883
4059.95,0.567921,0.572034,25.1644,0.923734
4060.32,0.565165,0.569477,25.2996,0.923584
4060.69,0.561202,0.566607,25.4553,0.923434
4061.06,0.557978,0.563639,25.5929,0.923284
4061.43,0.556636,0.56074,25.6309,0.923133
4061.8,0.556324,0.558046,25.669,0.922983
4062.17,0.555905,0.555647,25.732,0.922832
4062.54,0.554844,0.553568,25.8254,0.922682
4062.91,0.553283,0.551815,25.9193,0.922531
4063.28,0.551433,0.550474,25.9851,0.92238
4063.65,0.549815,0.550197,26.0414,0.922228
4064.01,0.549106,0.555141,26.0943,0.922077
4064.38,0.549652,0.554719,26.0593,0.921925
4064.75,0.550605,0.554818,26.0244,0.921774
4065.12,0.550869,0.555381,25.9938,0.921622
4065.49,0.550357,0.556344,25.9717,0.92147
4065.86,0.550541,0.557633,25.9498,0.921317
4066.23,0.552897,0.559165,25.8645,0.921165
4066.6,0.557081,0.560856,25.7422,0.921012
4066.97,0.561443,0.562638,25.6208,0.920859
4067.34,0.564587,0.564457,25.5367,0.920706
4067.71,0.566567,0.566264,25.456,0.920552
4068.08,0.567893,0.567987,25.3737,0.920399
4068.45,0.569083,0.569549,25.2843,0.920245
4068.82,0.570666,0.570888,25.1953,0.920091
4069.19,0.573145,0.571974,25.0979,0.919936
4069.56,0.576321,0.572799,24.9927,0.919782
4069.93,0.579322,0.573366,24.8881,0.919627
4070.3,0.581364,0.573687,24.8428,0.919472
4070.67,0.582499,0.573778,24.8113,0.919316
4071.04,0.583137,0.573654,24.7855,0.91916
4071.41,0.583543,0.573322,24.8061,0.919005
4071.78,0.583543,0.572793,24.8267,0.918848
4072.15,0.582887,0.572081,24.8678,0.918692
4072.52,0.581576,0.571207,24.939,0.918535
4072.89,0.579929,0.570191,25.0106,0.918378
4073.26,0.578269,0.56906,25.0946,0.918221
4073.63,0.576766,0.567854,25.1842,0.918063
4074.0,0.575496,0.566639,25.2741,0.917905
4074.37,0.574501,0.565497,25.3405,0.917747
4074.74,0.573675,0.564508,25.4072,0.917588
4075.11,0.572877,0.563747,25.467,0.917429
4075.48,0.572055,0.563311,25.5107,0.91727
4075.85,0.571312,0.563296,25.5546,0.91711
4076.22,0.570758,0.563779,25.5841,0.91695
4076.59,0.570463,0.564812,25.6044,0.91679
4076.97,0.570464,0.566415,25.6247,0.916629
4077.34,0.570823,0.568558,25.6191,0.916468
4077.71,0.571742,0.571183,25.6107,0.916307
4078.08,0.573467,0.57424,25.5845,0.916145
4078.45,0.57612,0.5777,25.4906,0.915983
4078.82,0.579545,0.581533,25.3972,0.915821
4079.19,0.58355,0.585683,25.2707,0.915658
4079.56,0.587912,0.590064,25.1134,0.915495
4079.93,0.592382,0.594575,24.9575,0.915331
4080.3,0.596753,0.599128,24.7848,0.915167
4080.67,0.60114,0.60367,24.6097,0.915003
4081.04,0.605797,0.608167,24.4331,0.914838
4081.42,0.610793,0.612591,24.2337,0.914673
4081.79,0.61567,0.616905,24.0367,0.914508
4082.16,0.619893,0.621057,23.8853,0.914342
4082.53,0.623277,0.624997,23.7936,0.914175
4082.9,0.626072,0.628707,23.7025,0.914008
4083.27,0.628565,0.632219,23.6317,0.913841
4083.64,0.631162,0.635583,23.5686,0.913674
4084.01,0.634331,0.638835,23.5036,0.913505
4084.38,0.638338,0.642013,23.3797,0.913337
4084.76,0.642709,0.645154,23.2567,0.913168
4085.13,0.64681,0.648282,23.1512,0.912998
4085.5,0.650231,0.651405,23.0777,0.912828
4085.87,0.65291,0.654526,23.0045,0.912658
4086.24,0.654863,0.657629,22.96,0.912487
4086.61,0.656723,0.660674,22.9307,0.912316
4086.98,0.659544,0.663605,22.9015,0.912144
4087.36,0.663995,0.666363,22.738,0.911972
4087.73,0.668987,0.668884,22.5703,0.911799
4088.1,0.672933,0.671098,22.4332,0.911626
4088.47,0.67491,0.672919,22.3755,0.911452
4088.84,0.67523,0.674255,22.318,0.911278
4089.21,0.674347,0.675059,22.3242,0.911103
4089.59,0.672864,0.67535,22.3774,0.910928
4089.96,0.671504,0.67516,22.4307,0.910752
4090.33,0.670844,0.674471,22.4632,0.910576
4090.7,0.670596,0.673221,22.4932,0.910399
4091.07,0.670168,0.671353,22.5327,0.910221
4091.45,0.6691,0.668874,22.6116,0.910043
4091.82,0.667217,0.665846,22.6909,0.909865
4092.19,0.664394,0.662338,22.7992,0.909686
4092.56,0.660623,0.658383,22.9363,0.909506
4092.93,0.656017,0.653995,23.0746,0.909326
4093.31,0.650699,0.649198,23.257,0.909146
4093.68,0.644829,0.644027,23.451,0.908964
4094.05,0.63858,0.63851,23.6583,0.908783
4094.42,0.632168,0.632663,23.9403,0.9086
4094.79,0.625916,0.626506,24.2274,0.908417
4095.17,0.62015,0.620081,24.483,0.908234
4095.54,0.614743,0.613468,24.6965,0.908049
4095.91,0.609045,0.606751,24.9128,0.907864
4096.28,0.602488,0.600004,25.1401,0.907679
4096.66,0.595452,0.593279,25.3731,0.907492
4097.03,0.588789,0.586623,25.6095,0.907305
4097.4,0.583023,0.580097,25.8506,0.907117
4097.77,0.577607,0.573789,26.0952,0.906929
4098.15,0.571792,0.567817,26.3802,0.906739
4098.52,0.565238,0.562301,26.7288,0.906549
4098.89,0.558154,0.557334,27.0844,0.906358
4099.26,0.550858,0.552969,27.3795,0.906166
4099.64,0.544399,0.549228,27.6508,0.905974
4100.01,0.540251,0.546142,27.9196,0.90578
4100.38,0.539303,0.543766,27.9029,0.905586
4100.75,0.540248,0.542157,27.8863,0.90539
