log[Age(Myr)] 3291_AMR
2.6989700043360187 0.0118434
2.7484376745664973 0.0136315
2.7979056993527007 0.014353
2.8473739733267314 0.0185352
2.8968413524209744 0.0499307
2.9463092780221425 0.0499971
2.9957773040840703 0.0499998
3.045244720478147 0.05
3.0947121423588384 0.05
3.1441817643668375 0.0499984
3.1936476637667615 0.0499995
3.243117455274604 0.0487581
3.292583884255552 0.0401601
3.3420533735347466 0.0259696
3.3915208329544204 0.0253292
3.440987751476157 0.0200223
3.490455735894072 0.0201296
3.539923776965465 0.0131656
3.5893921410106087 0.00957003
3.6388594973752038 0.008001
3.688328147713719 0.0263647
3.7377959405311976 0.05
3.7872634741087965 0.0499998
3.836731629478519 0.0499986
3.8861995939089495 0.0406831
3.9356674516452066 0.040904
3.985135349823362 0.0295561
4.034604395322679 0.00275323
4.084071989200302 0.0212235
4.133538908370218 0.004
